Time(sec)	Temp(C)	DTA(uV)	TGA(mg)
1378.000000	249.405197	-3.023000	2.270798
1379.000000	249.654297	-3.020000	2.266899
1380.000000	249.660797	-3.017000	2.262398
1381.000000	249.899490	-3.014000	2.258499
1382.000000	250.122589	-3.013000	2.256500
1383.000000	250.186600	-3.012000	2.252998
1384.000000	250.396088	-3.012000	2.251698
1385.000000	250.545990	-3.013000	2.251297
1386.000000	250.670792	-3.015000	2.250999
1387.000000	250.948196	-3.017000	2.250999
1388.000000	250.977097	-3.021000	2.251099
1389.000000	251.148392	-3.027000	2.252598
1390.000000	251.445999	-3.033000	2.252399
1391.000000	251.487198	-3.040000	2.252697
1392.000000	251.694992	-3.047000	2.254398
1393.000000	251.887192	-3.055000	2.254997
1394.000000	251.941498	-3.063000	2.254700
1395.000000	252.236588	-3.069000	2.253399
1396.000000	252.358093	-3.076000	2.253799
1397.000000	252.452789	-3.083000	2.256001
1398.000000	252.714691	-3.091000	2.257198
1399.000000	252.791687	-3.098000	2.257698
1400.000000	252.986694	-3.105000	2.257298
1401.000000	253.220993	-3.112000	2.255699
1402.000000	253.250595	-3.119000	2.253597
1403.000000	253.491592	-3.126000	2.250797
1404.000000	253.729401	-3.132000	2.246799
1405.000000	253.737000	-3.140000	2.242897
1406.000000	253.982590	-3.147000	2.238697
1407.000000	254.136200	-3.155000	2.235500
1408.000000	254.266495	-3.163000	2.231899
1409.000000	254.502594	-3.172000	2.229797
1410.000000	254.551895	-3.181000	2.229099
1411.000000	254.747498	-3.190000	2.229099
1412.000000	255.037994	-3.199000	2.230900
1413.000000	255.061996	-3.208000	2.232700
1414.000000	255.256088	-3.216000	2.236298
1415.000000	255.485291	-3.224000	2.238300
1416.000000	255.559799	-3.232000	2.239700
1417.000000	255.824295	-3.240000	2.241798
1418.000000	255.929993	-3.248000	2.242500
1419.000000	256.038605	-3.255000	2.244400
1420.000000	256.323395	-3.261000	2.245998
1421.000000	256.424103	-3.267000	2.248299
1422.000000	256.540680	-3.271000	2.249699
1423.000000	256.799500	-3.276000	2.248600
1424.000000	256.869080	-3.280000	2.246998
1425.000000	257.096680	-3.284000	2.243401
1426.000000	257.293396	-3.289000	2.238697
1427.000000	257.316589	-3.295000	2.232498
1428.000000	257.593506	-3.302000	2.226601
1429.000000	257.756104	-3.309000	2.223000
1430.000000	257.850098	-3.317000	2.220497
1431.000000	258.093292	-3.324000	2.219299
1432.000000	258.167786	-3.330000	2.219997
1433.000000	258.375397	-3.337000	2.222698
1434.000000	258.622406	-3.342000	2.226498
1435.000000	258.647583	-3.348000	2.229500
1436.000000	258.862488	-3.354000	2.231697
1437.000000	259.085602	-3.360000	2.234699
1438.000000	259.172302	-3.367000	2.236599
1439.000000	259.376495	-3.373000	2.237400
1440.000000	259.528198	-3.380000	2.235699
1441.000000	259.658783	-3.387000	2.233299
1442.000000	259.941101	-3.393000	2.231098
1443.000000	259.997986	-3.400000	2.228897
1444.000000	260.120605	-3.406000	2.226997
1445.000000	260.420990	-3.411000	2.225498
1446.000000	260.473694	-3.416000	2.226200
1447.000000	260.679901	-3.420000	2.226700
1448.000000	260.893799	-3.425000	2.225700
1449.000000	260.935486	-3.430000	2.223698
1450.000000	261.208008	-3.435000	2.220497
1451.000000	261.389404	-3.441000	2.217400
1452.000000	261.445099	-3.446000	2.211998
1453.000000	261.708893	-3.452000	2.206299
1454.000000	261.807800	-3.458000	2.200199
1455.000000	261.996185	-3.465000	2.194500
1456.000000	262.207489	-3.472000	2.189301
1457.000000	262.242188	-3.479000	2.183300
1458.000000	262.486786	-3.486000	2.178299
1459.000000	262.725494	-3.493000	2.175098
1460.000000	262.769592	-3.501000	2.172600
1461.000000	262.974487	-3.508000	2.173199
1462.000000	263.167786	-3.515000	2.173901
1463.000000	263.279602	-3.523000	2.174797
1464.000000	263.555298	-3.530000	2.177399
1465.000000	263.594299	-3.538000	2.179897
1466.000000	263.756378	-3.545000	2.184399
1467.000000	264.054688	-3.551000	2.187000
1468.000000	264.108978	-3.557000	2.187099
1469.000000	264.275482	-3.562000	2.187599
1470.000000	264.518097	-3.567000	2.187000
1471.000000	264.577606	-3.572000	2.186100
1472.000000	264.842804	-3.576000	2.182697
1473.000000	264.973297	-3.581000	2.180798
1474.000000	265.065704	-3.585000	2.180099
1475.000000	265.341003	-3.591000	2.180397
1476.000000	265.448303	-3.597000	2.181099
1477.000000	265.590790	-3.603000	2.180500
1478.000000	265.828583	-3.609000	2.179398
1479.000000	265.889679	-3.616000	2.176800
1480.000000	266.117004	-3.623000	2.173798
1481.000000	266.352203	-3.631000	2.170300
1482.000000	266.354584	-3.638000	2.167000
1483.000000	266.619507	-3.645000	2.164600
1484.000000	266.801300	-3.652000	2.161999
1485.000000	266.902893	-3.660000	2.159500
1486.000000	267.125793	-3.668000	2.157799
1487.000000	267.204987	-3.676000	2.156898
1488.000000	267.394104	-3.685000	2.156998
1489.000000	267.670380	-3.693000	2.157299
1490.000000	267.695892	-3.701000	2.157898
1491.000000	267.879089	-3.709000	2.160198
1492.000000	268.132507	-3.718000	2.163498
1493.000000	268.198486	-3.728000	2.166100
1494.000000	268.452087	-3.736000	2.167900
1495.000000	268.573700	-3.746000	2.168301
1496.000000	268.700989	-3.756000	2.169598
1497.000000	268.960999	-3.766000	2.171101
1498.000000	269.070496	-3.776000	2.171898
1499.000000	269.183685	-3.784000	2.171997
1500.000000	269.448395	-3.794000	2.172199
1501.000000	269.527679	-3.803000	2.171997
1502.000000	269.744781	-3.813000	2.170498
1503.000000	269.941589	-3.822000	2.168098
1504.000000	269.972900	-3.830000	2.163597
1505.000000	270.244995	-3.840000	2.157700
1506.000000	270.438690	-3.849000	2.151501
1507.000000	270.474884	-3.857000	2.145599
1508.000000	270.734802	-3.865000	2.140499
1509.000000	270.870789	-3.871000	2.135399
1510.000000	271.030182	-3.879000	2.129898
1511.000000	271.283508	-3.885000	2.125900
1512.000000	271.288605	-3.892000	2.123398
1513.000000	271.510406	-3.899000	2.120598
1514.000000	271.770294	-3.907000	2.116898
1515.000000	271.812286	-3.915000	2.114098
1516.000000	272.014801	-3.922000	2.112999
1517.000000	272.210693	-3.929000	2.113098
1518.000000	272.304504	-3.936000	2.114597
1519.000000	272.567383	-3.942000	2.116699
1520.000000	272.652405	-3.948000	2.118698
1521.000000	272.781708	-3.954000	2.119400
1522.000000	273.067993	-3.960000	2.118198
1523.000000	273.145905	-3.968000	2.116100
1524.000000	273.303284	-3.975000	2.112499
1525.000000	273.535706	-3.984000	2.106598
1526.000000	273.581482	-3.992000	2.101200
1527.000000	273.836487	-4.001000	2.098000
1528.000000	274.028687	-4.011000	2.095699
1529.000000	274.063202	-4.020000	2.093498
1530.000000	274.340607	-4.029000	2.091297
1531.000000	274.476990	-4.038000	2.089298
1532.000000	274.631989	-4.047000	2.088398
1533.000000	274.842499	-4.056000	2.087299
1534.000000	274.909393	-4.064000	2.085800
1535.000000	275.131195	-4.073000	2.084499
1536.000000	275.376404	-4.081000	2.083797
1537.000000	275.375793	-4.090000	2.083500
1538.000000	275.605682	-4.098000	2.081799
1539.000000	275.808105	-4.107000	2.079098
1540.000000	275.916504	-4.117000	2.076000
1541.000000	276.157501	-4.126000	2.071301
1542.000000	276.243683	-4.136000	2.066700
1543.000000	276.403198	-4.147000	2.061600
1544.000000	276.680481	-4.158000	2.057598
1545.000000	276.728607	-4.169000	2.054298
1546.000000	276.887299	-4.180000	2.050900
1547.000000	277.149384	-4.191000	2.046997
1548.000000	277.188782	-4.202000	2.043900
1549.000000	277.448486	-4.212000	2.041000
1550.000000	277.595184	-4.222000	2.036400
1551.000000	277.664581	-4.231000	2.032101
1552.000000	277.966187	-4.241000	2.028900
1553.000000	278.088989	-4.251000	2.027699
1554.000000	278.195587	-4.261000	2.024597
1555.000000	278.429199	-4.272000	2.019699
1556.000000	278.536407	-4.283000	2.016300
1557.000000	278.733978	-4.294000	2.014297
1558.000000	278.969604	-4.305000	2.012501
1559.000000	278.979279	-4.315000	2.010700
1560.000000	279.214508	-4.326000	2.012100
1561.000000	279.448181	-4.336000	2.018299
1562.000000	279.500305	-4.346000	2.022301
1563.000000	279.716705	-4.356000	2.025398
1564.000000	279.863495	-4.365000	2.027699
1565.000000	280.019989	-4.376000	2.027901
1566.000000	280.286194	-4.385000	2.026600
1567.000000	280.312988	-4.395000	2.020500
1568.000000	280.496094	-4.404000	2.013599
1569.000000	280.760895	-4.414000	2.007999
1570.000000	280.813202	-4.424000	2.000599
1571.000000	281.018280	-4.435000	1.995197
1572.000000	281.216187	-4.446000	1.990097
1573.000000	281.282196	-4.457000	1.986500
1574.000000	281.549194	-4.468000	1.985397
1575.000000	281.664001	-4.479000	1.985100
1576.000000	281.766205	-4.491000	1.987000
1577.000000	282.054291	-4.504000	1.988598
1578.000000	282.138397	-4.517000	1.988998
1579.000000	282.315308	-4.532000	1.989597
1580.000000	282.529785	-4.548000	1.990700
1581.000000	282.587982	-4.565000	1.991199
1582.000000	282.815002	-4.582000	1.989300
1583.000000	283.052704	-4.599000	1.987400
1584.000000	283.029907	-4.615000	1.984497
1585.000000	283.315399	-4.632000	1.981499
1586.000000	283.472107	-4.647000	1.978199
1587.000000	283.599884	-4.662000	1.974197
1588.000000	283.825806	-4.678000	1.972099
1589.000000	283.892883	-4.694000	1.970398
1590.000000	284.097992	-4.710000	1.969601
1591.000000	284.365295	-4.725000	1.969601
1592.000000	284.375000	-4.740000	1.968998
1593.000000	284.587402	-4.756000	1.968998
1594.000000	284.800781	-4.771000	1.967697
1595.000000	284.862793	-4.785000	1.965698
1596.000000	285.121796	-4.800000	1.963398
1597.000000	285.217590	-4.815000	1.959297
1598.000000	285.358978	-4.829000	1.952499
1599.000000	285.622803	-4.844000	1.942799
1600.000000	285.737701	-4.858000	1.934998
1601.000000	285.865601	-4.871000	1.929699
1602.000000	286.113495	-4.885000	1.923199
1603.000000	286.176300	-4.898000	1.917400
1604.000000	286.398102	-4.911000	1.913300
1605.000000	286.582184	-4.923000	1.913300
1606.000000	286.622803	-4.934000	1.913097
1607.000000	286.887390	-4.945000	1.911198
1608.000000	287.060486	-4.954000	1.909798
1609.000000	287.160278	-4.963000	1.909500
1610.000000	287.388397	-4.972000	1.908798
1611.000000	287.487396	-4.980000	1.908100
1612.000000	287.692780	-4.990000	1.905701
1613.000000	287.928894	-4.999000	1.903797
1614.000000	287.948486	-5.008000	1.900898
1615.000000	288.182007	-5.018000	1.897301
1616.000000	288.396088	-5.026000	1.893700
1617.000000	288.467407	-5.035000	1.889198
1618.000000	288.667297	-5.042000	1.886200
1619.000000	288.829193	-5.050000	1.883198
1620.000000	288.935394	-5.057000	1.878300
1621.000000	289.229401	-5.064000	1.873299
1622.000000	289.261597	-5.072000	1.867599
1623.000000	289.435181	-5.080000	1.864399
1624.000000	289.725677	-5.087000	1.862400
1625.000000	289.756592	-5.094000	1.861500
1626.000000	289.972687	-5.100000	1.861401
1627.000000	290.172791	-5.107000	1.861900
1628.000000	290.213196	-5.113000	1.862801
1629.000000	290.498108	-5.118000	1.863499
1630.000000	290.640289	-5.123000	1.861900
1631.000000	290.714294	-5.127000	1.857998
1632.000000	290.988007	-5.131000	1.854599
1633.000000	291.090179	-5.134000	1.852699
1634.000000	291.288177	-5.137000	1.850800
1635.000000	291.499603	-5.140000	1.849098
1636.000000	291.535889	-5.142000	1.848198
1637.000000	291.773285	-5.144000	1.848999
1638.000000	292.022400	-5.146000	1.849197
1639.000000	292.016602	-5.148000	1.849300
1640.000000	292.247101	-5.150000	1.851200
1641.000000	292.445587	-5.151000	1.851898
1642.000000	292.551483	-5.153000	1.850399
1643.000000	292.788696	-5.154000	1.848698
1644.000000	292.858002	-5.155000	1.847198
1645.000000	293.038300	-5.156000	1.844398
1646.000000	293.342987	-5.157000	1.840698
1647.000000	293.375000	-5.160000	1.837601
1648.000000	293.559998	-5.162000	1.836899
1649.000000	293.789398	-5.163000	1.836300
1650.000000	293.842682	-5.166000	1.836201
1651.000000	294.107697	-5.166000	1.836800
1652.000000	294.233887	-5.167000	1.837399
1653.000000	294.326080	-5.168000	1.837601
1654.000000	294.586884	-5.167000	1.834999
1655.000000	294.708679	-5.168000	1.832199
1656.000000	294.843689	-5.169000	1.829800
1657.000000	295.087585	-5.170000	1.826698
1658.000000	295.172882	-5.173000	1.822498
1659.000000	295.385284	-5.176000	1.816200
1660.000000	295.623077	-5.180000	1.811501
1661.000000	295.616486	-5.183000	1.807400
1662.000000	295.890686	-5.187000	1.800697
1663.000000	296.081299	-5.191000	1.792599
1664.000000	296.162201	-5.195000	1.785698
1665.000000	296.384705	-5.199000	1.780998
1666.000000	296.501495	-5.202000	1.777199
1667.000000	296.668304	-5.205000	1.774300
1668.000000	296.953003	-5.206000	1.773499
1669.000000	296.963989	-5.208000	1.774597
1670.000000	297.181488	-5.209000	1.775997
1671.000000	297.439880	-5.210000	1.776100
1672.000000	297.486389	-5.211000	1.775497
1673.000000	297.703003	-5.211000	1.774200
1674.000000	297.848694	-5.210000	1.772198
1675.000000	297.962006	-5.209000	1.769600
1676.000000	298.224884	-5.207000	1.767097
1677.000000	298.337585	-5.205000	1.764000
1678.000000	298.466400	-5.201000	1.760998
1679.000000	298.742493	-5.197000	1.757500
1680.000000	298.836578	-5.194000	1.755299
1681.000000	299.015289	-5.190000	1.753201
1682.000000	299.226807	-5.187000	1.750099
1683.000000	299.260193	-5.183000	1.746899
1684.000000	299.523285	-5.179000	1.743599
1685.000000	299.742493	-5.174000	1.741497
1686.000000	299.766388	-5.169000	1.740097
1687.000000	300.043793	-5.163000	1.737900
1688.000000	300.163391	-5.156000	1.738899
1689.000000	300.337708	-5.150000	1.741497
1690.000000	300.559479	-5.143000	1.747200
1691.000000	300.606903	-5.136000	1.753098
1692.000000	300.840393	-5.129000	1.756599
1693.000000	301.104706	-5.122000	1.759899
1694.000000	301.135590	-5.115000	1.758198
1695.000000	301.330688	-5.107000	1.754601
1696.000000	301.531189	-5.098000	1.749397
1697.000000	301.636505	-5.090000	1.741600
1698.000000	301.904907	-5.081000	1.735100
1699.000000	301.966400	-5.073000	1.727299
1700.000000	302.128479	-5.065000	1.722900
1701.000000	302.406403	-5.058000	1.721100
1702.000000	302.477478	-5.051000	1.719997
1703.000000	302.642303	-5.043000	1.719799
1704.000000	302.909698	-5.035000	1.721100
1705.000000	302.947906	-5.024000	1.724800
1706.000000	303.224396	-5.012000	1.728298
1707.000000	303.372284	-4.998000	1.730000
1708.000000	303.417877	-4.981000	1.730801
1709.000000	303.706299	-4.962000	1.731098
1710.000000	303.826294	-4.943000	1.731197
1711.000000	303.953278	-4.924000	1.730698
1712.000000	304.181091	-4.907000	1.730099
1713.000000	304.258179	-4.891000	1.730000
1714.000000	304.487579	-4.878000	1.729099
1715.000000	304.751801	-4.865000	1.729198
1716.000000	304.751282	-4.854000	1.728798
1717.000000	304.988495	-4.843000	1.728001
1718.000000	305.215485	-4.834000	1.728001
1719.000000	305.284607	-4.825000	1.728500
1720.000000	305.507599	-4.817000	1.732201
1721.000000	305.612579	-4.810000	1.737000
1722.000000	305.785095	-4.803000	1.741199
1723.000000	306.067505	-4.796000	1.744698
1724.000000	306.097687	-4.792000	1.743999
1725.000000	306.275604	-4.788000	1.741600
1726.000000	306.551605	-4.788000	1.736797
1727.000000	306.606384	-4.792000	1.729401
1728.000000	306.840881	-4.798000	1.723900
1729.000000	306.991486	-4.809000	1.719799
1730.000000	307.088379	-4.822000	1.718201
1731.000000	307.377686	-4.836000	1.717197
1732.000000	307.483978	-4.849000	1.716400
1733.000000	307.595886	-4.860000	1.716198
1734.000000	307.858093	-4.869000	1.714001
1735.000000	307.943085	-4.874000	1.711800
1736.000000	308.135193	-4.877000	1.709599
1737.000000	308.358185	-4.877000	1.709698
1738.000000	308.407379	-4.875000	1.711998
1739.000000	308.662689	-4.871000	1.714199
1740.000000	308.883087	-4.865000	1.717098
1741.000000	308.922180	-4.858000	1.719200
1742.000000	309.160492	-4.850000	1.720398
1743.000000	309.307678	-4.841000	1.722000
1744.000000	309.460602	-4.830000	1.723000
1745.000000	309.705597	-4.819000	1.724300
1746.000000	309.736603	-4.806000	1.726299
1747.000000	309.935181	-4.793000	1.729599
1748.000000	310.204285	-4.778000	1.732998
1749.000000	310.263977	-4.765000	1.735298
1750.000000	310.469879	-4.751000	1.735798
1751.000000	310.671204	-4.738000	1.737000
1752.000000	310.759583	-4.725000	1.737698
1753.000000	311.033478	-4.712000	1.738098
1754.000000	311.106384	-4.701000	1.737099
1755.000000	311.241486	-4.689000	1.735001
1756.000000	311.516907	-4.679000	1.732300
1757.000000	311.608002	-4.670000	1.728298
1758.000000	311.764801	-4.663000	1.721798
1759.000000	311.992706	-4.657000	1.714798
1760.000000	312.050079	-4.651000	1.707897
1761.000000	312.315491	-4.646000	1.703197
1762.000000	312.522278	-4.642000	1.701500
1763.000000	312.542480	-4.637000	1.700897
1764.000000	312.821777	-4.631000	1.702198
1765.000000	312.954590	-4.624000	1.704201
1766.000000	313.096405	-4.615000	1.706600
1767.000000	313.319000	-4.606000	1.706898
1768.000000	313.384399	-4.595000	1.705601
1769.000000	313.611481	-4.585000	1.702801
1770.000000	313.854095	-4.574000	1.700100
1771.000000	313.873688	-4.565000	1.697098
1772.000000	314.113007	-4.556000	1.693100
1773.000000	314.342407	-4.547000	1.689899
1774.000000	314.419495	-4.540000	1.689301
1775.000000	314.647095	-4.532000	1.688900
1776.000000	314.754303	-4.524000	1.687901
1777.000000	314.906006	-4.517000	1.686501
1778.000000	315.194183	-4.510000	1.688198
1779.000000	315.252991	-4.504000	1.691498
1780.000000	315.402679	-4.497000	1.693897
1781.000000	315.662689	-4.490000	1.695297
1782.000000	315.719482	-4.485000	1.696697
1783.000000	315.963379	-4.480000	1.698898
1784.000000	316.153778	-4.479000	1.699497
1785.000000	316.206299	-4.481000	1.697998
1786.000000	316.493195	-4.487000	1.695499
1787.000000	316.639496	-4.494000	1.694401
1788.000000	316.738007	-4.504000	1.693398
1789.000000	316.985687	-4.517000	1.691601
1790.000000	317.072083	-4.528000	1.689697
1791.000000	317.280090	-4.538000	1.687500
1792.000000	317.500702	-4.547000	1.685600
1793.000000	317.524597	-4.555000	1.683197
1794.000000	317.769684	-4.562000	1.680099
1795.000000	318.001678	-4.567000	1.679199
1796.000000	318.069977	-4.572000	1.679501
1797.000000	318.281403	-4.577000	1.680500
1798.000000	318.445801	-4.579000	1.681499
1799.000000	318.573090	-4.581000	1.682198
1800.000000	318.843292	-4.580000	1.683701
1801.000000	318.890778	-4.577000	1.683899
1802.000000	319.056396	-4.574000	1.681099
1803.000000	319.347107	-4.569000	1.677597
1804.000000	319.387482	-4.566000	1.673500
1805.000000	319.588501	-4.562000	1.668598
1806.000000	319.786591	-4.562000	1.662300
1807.000000	319.867889	-4.562000	1.657497
1808.000000	320.142578	-4.564000	1.654800
1809.000000	320.261902	-4.568000	1.653099
1810.000000	320.352600	-4.572000	1.651199
1811.000000	320.623199	-4.576000	1.648998
1812.000000	320.706696	-4.581000	1.648098
1813.000000	320.896179	-4.585000	1.645199
1814.000000	321.108704	-4.589000	1.642200
1815.000000	321.177490	-4.592000	1.638100
1816.000000	321.404083	-4.595000	1.635998
1817.000000	321.640503	-4.597000	1.636600
1818.000000	321.658905	-4.597000	1.637199
1819.000000	321.915588	-4.595000	1.638901
1820.000000	322.114380	-4.592000	1.639698
1821.000000	322.220978	-4.588000	1.639698
1822.000000	322.460083	-4.581000	1.640800
1823.000000	322.515686	-4.573000	1.641399
1824.000000	322.706299	-4.564000	1.641598
1825.000000	322.969696	-4.555000	1.641701
1826.000000	323.003296	-4.547000	1.640800
1827.000000	323.176880	-4.538000	1.641399
1828.000000	323.417877	-4.530000	1.642597
1829.000000	323.485596	-4.523000	1.642597
1830.000000	323.750397	-4.517000	1.641899
1831.000000	323.866486	-4.513000	1.638699
1832.000000	323.992706	-4.509000	1.636200
1833.000000	324.257690	-4.508000	1.632698
1834.000000	324.351685	-4.509000	1.628998
1835.000000	324.484283	-4.509000	1.625000
1836.000000	324.742401	-4.510000	1.619999
1837.000000	324.817078	-4.511000	1.617699
1838.000000	325.031189	-4.511000	1.616600
1839.000000	325.217194	-4.512000	1.613800
1840.000000	325.252289	-4.512000	1.609898
1841.000000	325.531494	-4.512000	1.605698
1842.000000	325.727478	-4.513000	1.602600
1843.000000	325.795288	-4.514000	1.598999
1844.000000	326.036804	-4.518000	1.594700
1845.000000	326.140503	-4.523000	1.591900
1846.000000	326.321381	-4.530000	1.589500
1847.000000	326.573090	-4.536000	1.589500
1848.000000	326.571594	-4.544000	1.589500
1849.000000	326.812500	-4.552000	1.588299
1850.000000	327.050385	-4.561000	1.587601
1851.000000	327.092102	-4.571000	1.586899
1852.000000	327.290802	-4.582000	1.588898
1853.000000	327.480804	-4.596000	1.590000
1854.000000	327.595184	-4.613000	1.587399
1855.000000	327.864197	-4.632000	1.586201
1856.000000	327.929077	-4.653000	1.585999
1857.000000	328.078888	-4.673000	1.586300
1858.000000	328.345001	-4.690000	1.585899
1859.000000	328.420685	-4.706000	1.585499
1860.000000	328.597382	-4.716000	1.588200
1861.000000	328.826385	-4.723000	1.589798
1862.000000	328.860779	-4.726000	1.591499
1863.000000	329.122406	-4.727000	1.593597
1864.000000	329.311707	-4.725000	1.595398
1865.000000	329.359680	-4.721000	1.597401
1866.000000	329.632385	-4.716000	1.597198
1867.000000	329.745392	-4.710000	1.598000
1868.000000	329.904480	-4.705000	1.598900
1869.000000	330.103485	-4.700000	1.597599
1870.000000	330.160492	-4.696000	1.596199
1871.000000	330.382599	-4.693000	1.592098
1872.000000	330.632202	-4.692000	1.589199
1873.000000	330.635986	-4.692000	1.587898
1874.000000	330.860992	-4.695000	1.585697
1875.000000	331.083405	-4.697000	1.584198
1876.000000	331.167480	-4.701000	1.583000
1877.000000	331.416595	-4.705000	1.583099
1878.000000	331.521606	-4.708000	1.583000
1879.000000	331.671387	-4.711000	1.581299
1880.000000	331.958588	-4.712000	1.581299
1881.000000	332.020081	-4.713000	1.584099
1882.000000	332.153381	-4.714000	1.585400
1883.000000	332.434601	-4.714000	1.586201
1884.000000	332.476105	-4.714000	1.586498
1885.000000	332.717682	-4.714000	1.585999
1886.000000	332.877686	-4.714000	1.583199
1887.000000	332.945404	-4.716000	1.577999
1888.000000	333.227386	-4.719000	1.572201
1889.000000	333.365204	-4.724000	1.568100
1890.000000	333.464783	-4.730000	1.564098
1891.000000	333.716797	-4.739000	1.559200
1892.000000	333.801788	-4.749000	1.555798
1893.000000	334.006195	-4.759000	1.552898
1894.000000	334.222778	-4.770000	1.550400
1895.000000	334.251678	-4.780000	1.546299
1896.000000	334.490295	-4.791000	1.542000
1897.000000	334.724304	-4.800000	1.538998
1898.000000	334.764587	-4.809000	1.537399
1899.000000	335.003204	-4.816000	1.536198
1900.000000	335.167480	-4.821000	1.534000
1901.000000	335.305206	-4.826000	1.531498
1902.000000	335.563995	-4.828000	1.530598
1903.000000	335.595398	-4.830000	1.529400
1904.000000	335.784576	-4.833000	1.527298
1905.000000	336.062195	-4.836000	1.523701
1906.000000	336.114990	-4.841000	1.521500
1907.000000	336.295898	-4.846000	1.521698
1908.000000	336.506592	-4.852000	1.519798
1909.000000	336.563690	-4.857000	1.516499
1910.000000	336.844177	-4.863000	1.514599
1911.000000	336.958588	-4.869000	1.513798
1912.000000	337.072998	-4.875000	1.513599
1913.000000	337.350098	-4.883000	1.511200
1914.000000	337.445282	-4.891000	1.508400
1915.000000	337.594482	-4.899000	1.506100
1916.000000	337.817596	-4.908000	1.503201
1917.000000	337.899597	-4.917000	1.499798
1918.000000	338.120789	-4.925000	1.497097
1919.000000	338.340302	-4.933000	1.493797
1920.000000	338.357880	-4.940000	1.491798
1921.000000	338.627289	-4.948000	1.492798
1922.000000	338.801605	-4.955000	1.495098
1923.000000	338.911804	-4.963000	1.497299
1924.000000	339.156281	-4.971000	1.497799
1925.000000	339.222382	-4.980000	1.496799
1926.000000	339.403595	-4.989000	1.496399
1927.000000	339.684692	-4.997000	1.495800
1928.000000	339.697083	-5.006000	1.493999
1929.000000	339.893188	-5.014000	1.493099
1930.000000	340.138306	-5.021000	1.490498
1931.000000	340.195190	-5.028000	1.487598
1932.000000	340.419281	-5.033000	1.484699
1933.000000	340.571594	-5.039000	1.480400
1934.000000	340.688477	-5.043000	1.476898
1935.000000	340.960999	-5.047000	1.473000
1936.000000	341.086700	-5.050000	1.469700
1937.000000	341.175507	-5.051000	1.467598
1938.000000	341.442200	-5.051000	1.466499
1939.000000	341.534790	-5.051000	1.465500
1940.000000	341.740082	-5.051000	1.463100
1941.000000	341.929382	-5.053000	1.458500
1942.000000	341.963593	-5.054000	1.452900
1943.000000	342.222778	-5.058000	1.447998
1944.000000	342.429291	-5.062000	1.444199
1945.000000	342.466980	-5.068000	1.439198
1946.000000	342.711700	-5.076000	1.435699
1947.000000	342.855591	-5.083000	1.432198
1948.000000	343.009186	-5.091000	1.430298
1949.000000	343.241089	-5.097000	1.427799
1950.000000	343.278900	-5.103000	1.422798
1951.000000	343.498077	-5.108000	1.416000
1952.000000	343.741394	-5.110000	1.408199
1953.000000	343.784882	-5.112000	1.399700
1954.000000	343.970093	-5.113000	1.391399
1955.000000	344.189697	-5.114000	1.385300
1956.000000	344.290100	-5.117000	1.382797
1957.000000	344.536285	-5.119000	1.381001
1958.000000	344.635406	-5.121000	1.379997
1959.000000	344.769379	-5.123000	1.380798
1960.000000	345.048706	-5.125000	1.381500
1961.000000	345.129089	-5.126000	1.381298
1962.000000	345.269379	-5.127000	1.378998
1963.000000	345.530487	-5.128000	1.376598
1964.000000	345.574188	-5.129000	1.376301
1965.000000	345.834595	-5.131000	1.374500
1966.000000	345.992493	-5.134000	1.373299
1967.000000	346.036499	-5.137000	1.371998
1968.000000	346.326996	-5.141000	1.370499
1969.000000	346.480103	-5.144000	1.368298
1970.000000	346.596191	-5.147000	1.364201
1971.000000	346.791595	-5.151000	1.358997
1972.000000	346.911377	-5.153000	1.354401
1973.000000	347.084778	-5.157000	1.349899
1974.000000	347.339905	-5.162000	1.348099
1975.000000	347.343506	-5.167000	1.346500
1976.000000	347.575104	-5.173000	1.346600
1977.000000	347.826294	-5.177000	1.347797
1978.000000	347.873199	-5.182000	1.348999
1979.000000	348.102295	-5.187000	1.349300
1980.000000	348.253296	-5.191000	1.347000
1981.000000	348.379303	-5.195000	1.344097
1982.000000	348.662903	-5.197000	1.340401
1983.000000	348.706787	-5.201000	1.337299
1984.000000	348.844879	-5.205000	1.335098
1985.000000	349.138306	-5.210000	1.330601
1986.000000	349.188599	-5.215000	1.326298
1987.000000	349.381287	-5.221000	1.320698
1988.000000	349.569305	-5.227000	1.315300
1989.000000	349.635284	-5.233000	1.311298
1990.000000	349.895203	-5.240000	1.305698
1991.000000	350.064392	-5.246000	1.302498
1992.000000	350.133698	-5.253000	1.302597
1993.000000	350.407379	-5.260000	1.303299
1994.000000	350.541382	-5.268000	1.303600
1995.000000	350.700592	-5.275000	1.301701
1996.000000	350.909302	-5.283000	1.299099
1997.000000	350.983490	-5.290000	1.296700
1998.000000	351.188782	-5.297000	1.293098
1999.000000	351.441803	-5.301000	1.289200
2000.000000	351.447876	-5.305000	1.286499
2001.000000	351.662781	-5.308000	1.283897
2002.000000	351.899078	-5.310000	1.280998
2003.000000	351.973297	-5.313000	1.278500
2004.000000	352.210388	-5.316000	1.276199
2005.000000	352.299591	-5.320000	1.274498
2006.000000	352.468903	-5.327000	1.273701
2007.000000	352.727905	-5.333000	1.273598
2008.000000	352.768005	-5.341000	1.273098
2009.000000	352.942780	-5.348000	1.272697
2010.000000	353.199005	-5.354000	1.269100
2011.000000	353.257294	-5.359000	1.264400
2012.000000	353.488800	-5.363000	1.258999
