Time(sec)	Temp(C)	DTA(uV)	TGA(mg)
403.000000	88.771400	0.044000	1.640301
404.000000	88.992599	0.040000	1.648201
405.000000	89.282799	0.035000	1.656403
406.000000	89.216095	0.030000	1.663200
407.000000	89.509796	0.023000	1.668201
408.000000	89.745499	0.016000	1.673000
409.000000	89.779900	0.009000	1.675503
410.000000	90.002594	0.002000	1.675701
411.000000	90.138100	-0.003000	1.673203
412.000000	90.305695	-0.012000	1.669003
413.000000	90.589096	-0.020000	1.664402
414.000000	90.572197	-0.028000	1.659302
415.000000	90.776695	-0.037000	1.655899
416.000000	91.064201	-0.045000	1.655102
417.000000	91.119698	-0.055000	1.657299
418.000000	91.299194	-0.064000	1.661900
419.000000	91.500801	-0.074000	1.665802
420.000000	91.543297	-0.084000	1.668503
421.000000	91.840294	-0.094000	1.669601
422.000000	91.960396	-0.105000	1.668800
423.000000	92.029495	-0.115000	1.666302
424.000000	92.337997	-0.126000	1.661900
425.000000	92.406494	-0.136000	1.658199
426.000000	92.604897	-0.146000	1.656601
427.000000	92.823601	-0.157000	1.656902
428.000000	92.828400	-0.167000	1.658802
429.000000	93.122101	-0.177000	1.660500
430.000000	93.342400	-0.187000	1.662300
431.000000	93.331001	-0.197000	1.663700
432.000000	93.591698	-0.207000	1.664501
433.000000	93.735397	-0.216000	1.665501
434.000000	93.879601	-0.226000	1.665699
435.000000	94.123795	-0.235000	1.666100
436.000000	94.159294	-0.244000	1.666000
437.000000	94.364494	-0.254000	1.665501
438.000000	94.654800	-0.263000	1.665100
439.000000	94.638794	-0.273000	1.664001
440.000000	94.862900	-0.283000	1.663502
441.000000	95.106400	-0.293000	1.662800
442.000000	95.136696	-0.303000	1.662800
443.000000	95.446800	-0.312000	1.663101
444.000000	95.515495	-0.322000	1.662601
445.000000	95.626595	-0.331000	1.661800
446.000000	95.951996	-0.340000	1.659702
447.000000	96.015495	-0.349000	1.657299
448.000000	96.149399	-0.356000	1.655300
449.000000	96.401398	-0.364000	1.653301
450.000000	96.460701	-0.372000	1.652702
451.000000	96.709297	-0.378000	1.652599
452.000000	96.926201	-0.385000	1.653099
453.000000	96.904800	-0.391000	1.653900
454.000000	97.200798	-0.398000	1.654102
455.000000	97.378899	-0.405000	1.654900
456.000000	97.464500	-0.411000	1.656101
457.000000	97.691795	-0.418000	1.658699
458.000000	97.798996	-0.425000	1.661201
459.000000	97.983696	-0.433000	1.661301
460.000000	98.284401	-0.439000	1.658401
461.000000	98.225800	-0.447000	1.651901
462.000000	98.478401	-0.455000	1.643501
463.000000	98.736198	-0.462000	1.633602
464.000000	98.758698	-0.470000	1.623600
465.000000	99.018196	-0.478000	1.617500
466.000000	99.143600	-0.486000	1.615803
467.000000	99.268898	-0.493000	1.618801
468.000000	99.576195	-0.501000	1.624599
469.000000	99.609100	-0.508000	1.630802
470.000000	99.766495	-0.514000	1.637600
471.000000	100.059097	-0.520000	1.643101
472.000000	100.096397	-0.526000	1.648102
473.000000	100.317795	-0.532000	1.652100
474.000000	100.503700	-0.539000	1.652802
475.000000	100.529701	-0.544000	1.650700
476.000000	100.845100	-0.551000	1.645500
477.000000	101.002098	-0.558000	1.638901
478.000000	101.034698	-0.565000	1.631001
479.000000	101.317101	-0.572000	1.622200
480.000000	101.415695	-0.579000	1.615700
481.000000	101.592697	-0.586000	1.612301
482.000000	101.855896	-0.594000	1.612900
483.000000	101.837196	-0.600000	1.615902
484.000000	102.080200	-0.608000	1.619602
485.000000	102.364700	-0.614000	1.623901
486.000000	102.344101	-0.620000	1.627201
487.000000	102.600197	-0.626000	1.630199
488.000000	102.781296	-0.632000	1.632301
489.000000	102.894997	-0.637000	1.633400
490.000000	103.172798	-0.642000	1.635101
491.000000	103.199394	-0.648000	1.636700
492.000000	103.366798	-0.652000	1.639301
493.000000	103.676201	-0.656000	1.642200
494.000000	103.705498	-0.661000	1.644699
495.000000	103.869400	-0.665000	1.646999
496.000000	104.130600	-0.670000	1.648201
497.000000	104.149094	-0.674000	1.649101
498.000000	104.453796	-0.678000	1.650002
499.000000	104.595299	-0.684000	1.651199
500.000000	104.637398	-0.689000	1.654102
501.000000	104.937897	-0.694000	1.658302
502.000000	105.030998	-0.700000	1.663601
503.000000	105.193596	-0.706000	1.666702
504.000000	105.424500	-0.713000	1.666000
505.000000	105.470100	-0.718000	1.661301
506.000000	105.720100	-0.724000	1.652901
507.000000	105.973595	-0.730000	1.642601
508.000000	105.935799	-0.736000	1.630699
509.000000	106.224098	-0.741000	1.620003
510.000000	106.422897	-0.746000	1.613400
511.000000	106.515297	-0.751000	1.610703
512.000000	106.743698	-0.756000	1.611900
513.000000	106.820297	-0.760000	1.614799
514.000000	107.002396	-0.765000	1.618301
515.000000	107.294998	-0.769000	1.622501
516.000000	107.314194	-0.775000	1.625900
517.000000	107.484398	-0.780000	1.629501
518.000000	107.779694	-0.786000	1.632801
519.000000	107.810699	-0.792000	1.636803
520.000000	108.072098	-0.798000	1.642700
521.000000	108.205696	-0.805000	1.649300
522.000000	108.281700	-0.812000	1.655003
523.000000	108.583496	-0.818000	1.657299
524.000000	108.695297	-0.825000	1.656902
525.000000	108.799400	-0.831000	1.654602
526.000000	109.097900	-0.838000	1.649403
527.000000	109.154800	-0.844000	1.642502
528.000000	109.357498	-0.850000	1.635700
529.000000	109.575798	-0.856000	1.632099
530.000000	109.573494	-0.860000	1.632401
531.000000	109.887794	-0.865000	1.635201
532.000000	110.086296	-0.869000	1.641201
533.000000	110.118095	-0.872000	1.648800
534.000000	110.369095	-0.876000	1.656700
535.000000	110.513496	-0.878000	1.662399
536.000000	110.639099	-0.882000	1.664803
537.000000	110.928696	-0.885000	1.665501
538.000000	110.906700	-0.888000	1.664803
539.000000	111.124596	-0.891000	1.664501
540.000000	111.425697	-0.895000	1.666203
541.000000	111.428200	-0.898000	1.673302
542.000000	111.621094	-0.902000	1.686100
543.000000	111.841698	-0.906000	1.699200
544.000000	111.906097	-0.911000	1.710503
545.000000	112.204895	-0.915000	1.717102
546.000000	112.282494	-0.921000	1.717602
547.000000	112.398300	-0.925000	1.712502
548.000000	112.696999	-0.929000	1.701099
549.000000	112.744095	-0.933000	1.689400
550.000000	112.938896	-0.935000	1.679501
551.000000	113.158195	-0.938000	1.674103
552.000000	113.195496	-0.940000	1.675800
553.000000	113.451500	-0.942000	1.684902
554.000000	113.675301	-0.944000	1.699802
555.000000	113.631500	-0.946000	1.717899
556.000000	113.961098	-0.949000	1.737701
557.000000	114.098694	-0.953000	1.755199
558.000000	114.233994	-0.958000	1.767002
559.000000	114.470299	-0.964000	1.773003
560.000000	114.514397	-0.972000	1.775200
561.000000	114.718201	-0.980000	1.775600
562.000000	115.013298	-0.988000	1.771801
563.000000	114.971596	-0.996000	1.763901
564.000000	115.212601	-1.004000	1.755802
565.000000	115.441093	-1.012000	1.747700
566.000000	115.491501	-1.020000	1.738503
567.000000	115.737198	-1.028000	1.728302
568.000000	115.850098	-1.036000	1.720901
569.000000	115.988701	-1.044000	1.720501
570.000000	116.273796	-1.053000	1.723602
571.000000	116.343895	-1.062000	1.727901
572.000000	116.478294	-1.071000	1.731701
573.000000	116.763000	-1.080000	1.732403
574.000000	116.787697	-1.091000	1.730103
575.000000	117.036095	-1.100000	1.723202
576.000000	117.221893	-1.110000	1.715000
577.000000	117.243095	-1.120000	1.709999
578.000000	117.541100	-1.129000	1.711903
579.000000	117.723694	-1.138000	1.721802
580.000000	117.783501	-1.145000	1.734200
581.000000	118.048698	-1.153000	1.748402
582.000000	118.132195	-1.160000	1.765202
583.000000	118.318100	-1.168000	1.777500
584.000000	118.593498	-1.175000	1.782200
585.000000	118.590401	-1.181000	1.776901
586.000000	118.839897	-1.188000	1.766602
587.000000	119.072800	-1.192000	1.756100
588.000000	119.112900	-1.196000	1.743603
589.000000	119.320000	-1.199000	1.735100
590.000000	119.513100	-1.201000	1.734901
591.000000	119.611496	-1.204000	1.741001
592.000000	119.923096	-1.205000	1.754101
593.000000	119.956795	-1.208000	1.769802
594.000000	120.089600	-1.211000	1.787601
595.000000	120.391701	-1.214000	1.804401
596.000000	120.438599	-1.219000	1.816101
597.000000	120.631798	-1.224000	1.825100
598.000000	120.858299	-1.229000	1.832802
599.000000	120.886993	-1.235000	1.839901
600.000000	121.179100	-1.241000	1.845303
601.000000	121.328194	-1.247000	1.848900
602.000000	121.376999	-1.253000	1.848701
603.000000	121.676994	-1.259000	1.844402
604.000000	121.775696	-1.265000	1.834301
605.000000	121.941498	-1.271000	1.817902
606.000000	122.146500	-1.276000	1.797001
607.000000	122.217499	-1.281000	1.772900
608.000000	122.441200	-1.287000	1.750099
609.000000	122.721497	-1.291000	1.733002
610.000000	122.681999	-1.295000	1.721001
611.000000	122.912498	-1.298000	1.714001
612.000000	123.132294	-1.301000	1.709999
613.000000	123.218697	-1.304000	1.705902
614.000000	123.451897	-1.307000	1.701801
615.000000	123.547501	-1.311000	1.696503
616.000000	123.706696	-1.314000	1.690601
617.000000	124.007996	-1.317000	1.685699
618.000000	124.040894	-1.321000	1.681499
619.000000	124.178795	-1.323000	1.679401
620.000000	124.482895	-1.326000	1.678699
621.000000	124.519699	-1.328000	1.679600
622.000000	124.751900	-1.330000	1.681602
623.000000	124.896294	-1.331000	1.683903
624.000000	124.962395	-1.332000	1.690399
625.000000	125.258698	-1.333000	1.700600
626.000000	125.417099	-1.334000	1.713001
627.000000	125.487099	-1.335000	1.725002
628.000000	125.768600	-1.336000	1.733601
629.000000	125.843300	-1.337000	1.738503
630.000000	126.055199	-1.338000	1.735500
631.000000	126.312996	-1.339000	1.725002
632.000000	126.284599	-1.339000	1.711502
633.000000	126.551399	-1.339000	1.697502
634.000000	126.789993	-1.338000	1.687401
635.000000	126.793594	-1.337000	1.681499
636.000000	127.051399	-1.335000	1.681602
637.000000	127.193398	-1.334000	1.688900
638.000000	127.349495	-1.335000	1.701801
639.000000	127.614494	-1.335000	1.716801
640.000000	127.634193	-1.336000	1.733101
641.000000	127.834496	-1.337000	1.750801
642.000000	128.127197	-1.339000	1.768299
643.000000	128.162796	-1.341000	1.784000
644.000000	128.349396	-1.343000	1.794003
645.000000	128.557190	-1.343000	1.800201
646.000000	128.620804	-1.343000	1.806702
647.000000	128.921692	-1.343000	1.812401
648.000000	129.031296	-1.343000	1.817501
649.000000	129.123489	-1.342000	1.821899
650.000000	129.427902	-1.342000	1.827400
651.000000	129.511597	-1.341000	1.836700
652.000000	129.694901	-1.341000	1.844700
653.000000	129.934601	-1.342000	1.849602
654.000000	129.959000	-1.341000	1.853500
655.000000	130.228897	-1.341000	1.855103
656.000000	130.454590	-1.340000	1.857502
657.000000	130.410599	-1.338000	1.858803
658.000000	130.715897	-1.337000	1.856400
659.000000	130.871902	-1.333000	1.851601
660.000000	130.986801	-1.330000	1.842800
661.000000	131.229294	-1.327000	1.832100
662.000000	131.290192	-1.323000	1.818302
663.000000	131.488403	-1.318000	1.800900
