Time(sec)	Temp(C)	DSC(mW)
33.000000	33.784901	-0.651522
33.100098	33.802299	-0.651635
33.199951	33.818897	-0.651720
33.300049	33.835598	-0.651790
33.400146	33.853100	-0.651891
33.500000	33.870098	-0.651918
33.600098	33.887897	-0.651977
33.699951	33.905800	-0.652036
33.800049	33.922600	-0.652084
33.900146	33.939697	-0.652143
34.000000	33.956100	-0.652202
34.100098	33.972797	-0.652228
34.199951	33.989899	-0.652223
34.300049	34.006199	-0.652212
34.400146	34.022697	-0.652218
34.500000	34.039600	-0.652207
34.600098	34.057598	-0.652212
34.699951	34.075001	-0.652218
34.800049	34.091099	-0.652207
34.900146	34.108997	-0.652170
35.000000	34.127098	-0.652159
35.100098	34.144199	-0.652143
35.199951	34.160801	-0.652132
35.300049	34.177601	-0.652148
35.400146	34.194298	-0.652121
35.500000	34.211998	-0.652121
35.600098	34.230400	-0.652148
35.699951	34.249001	-0.652143
35.800049	34.265400	-0.652089
35.900146	34.281898	-0.652105
36.000000	34.299000	-0.652031
36.100098	34.315098	-0.651945
36.199951	34.332600	-0.651934
36.300049	34.349800	-0.651908
36.400146	34.366898	-0.651854
36.500000	34.384098	-0.651800
36.600098	34.401299	-0.651774
36.699951	34.419598	-0.651742
36.800049	34.436897	-0.651667
36.900146	34.452698	-0.651592
37.000000	34.469200	-0.651496
37.100098	34.487000	-0.651437
37.199951	34.504997	-0.651415
37.300049	34.522499	-0.651389
37.400146	34.538799	-0.651266
37.500000	34.554897	-0.651158
37.600098	34.571800	-0.651062
37.699951	34.588600	-0.650987
37.800049	34.606400	-0.650934
37.900146	34.624001	-0.650854
38.000000	34.640099	-0.650720
38.100098	34.656799	-0.650656
38.199951	34.674500	-0.650586
38.300049	34.691200	-0.650452
38.400146	34.707298	-0.650324
38.500000	34.724598	-0.650260
38.600098	34.742798	-0.650185
38.699951	34.759899	-0.650067
38.800049	34.777000	-0.649981
38.900146	34.794998	-0.649875
39.000000	34.811897	-0.649746
39.100098	34.828598	-0.649639
39.199951	34.844799	-0.649532
39.300049	34.861298	-0.649420
39.400146	34.878998	-0.649323
39.500000	34.897099	-0.649286
39.600098	34.914700	-0.649211
39.699951	34.931900	-0.649147
39.800049	34.949497	-0.649072
39.900146	34.966099	-0.648965
40.000000	34.983101	-0.648837
40.100098	35.000500	-0.648697
40.199951	35.016800	-0.648553
40.300049	35.033298	-0.648403
40.400146	35.051201	-0.648275
40.500000	35.068798	-0.648130
40.600098	35.086498	-0.647981
40.699951	35.103798	-0.647836
40.800049	35.119301	-0.647708
40.900146	35.136200	-0.647547
41.000000	35.153801	-0.647403
41.100098	35.170799	-0.647285
41.199951	35.187698	-0.647098
41.300049	35.205200	-0.646969
41.400146	35.223400	-0.646863
41.500000	35.240700	-0.646755
41.600098	35.256100	-0.646600
41.699951	35.272697	-0.646472
41.800049	35.290398	-0.646376
41.900146	35.306801	-0.646237
42.000000	35.323399	-0.646103
42.100098	35.340500	-0.645974
42.199951	35.357201	-0.645766
42.300049	35.373600	-0.645595
42.400146	35.391598	-0.645477
42.500000	35.409500	-0.645332
42.600098	35.425697	-0.645145
42.699951	35.442600	-0.645027
42.800049	35.461201	-0.644910
42.900146	35.478901	-0.644760
43.000000	35.495399	-0.644664
43.100098	35.511497	-0.644487
43.199951	35.527901	-0.644359
43.300049	35.544498	-0.644225
43.400146	35.562901	-0.644118
43.500000	35.582199	-0.643947
43.600098	35.599598	-0.643770
43.699951	35.615601	-0.643663
43.800049	35.631199	-0.643545
43.900146	35.647697	-0.643390
44.000000	35.664799	-0.643251
44.100098	35.681499	-0.643075
44.199951	35.699600	-0.642914
44.300049	35.717499	-0.642796
44.400146	35.733700	-0.642663
44.500000	35.750099	-0.642470
44.600098	35.768997	-0.642326
44.699951	35.786999	-0.642117
44.800049	35.802399	-0.641946
44.900146	35.820801	-0.641828
45.000000	35.838200	-0.641700
45.100098	35.853298	-0.641534
45.199951	35.869900	-0.641379
45.300049	35.886898	-0.641250
45.400146	35.904400	-0.641101
45.500000	35.921898	-0.640924
45.600098	35.940300	-0.640785
45.699951	35.958099	-0.640619
45.800049	35.974899	-0.640469
45.900146	35.990997	-0.640341
46.000000	36.006001	-0.640196
46.100098	36.022198	-0.640047
46.199951	36.039700	-0.639881
46.300049	36.057098	-0.639704
46.400146	36.074898	-0.639555
46.500000	36.092800	-0.639405
46.600098	36.110001	-0.639228
46.699951	36.126301	-0.639078
46.800049	36.142799	-0.638934
46.900146	36.161697	-0.638784
47.000000	36.179699	-0.638629
47.100098	36.197498	-0.638490
47.199951	36.214298	-0.638361
47.300049	36.232201	-0.638206
47.400146	36.250198	-0.637976
47.500000	36.265697	-0.637794
47.600098	36.280800	-0.637639
47.699951	36.296200	-0.637489
47.800049	36.315201	-0.637291
47.900146	36.332600	-0.637152
48.000000	36.348900	-0.637019
48.100098	36.366299	-0.636858
48.199951	36.384399	-0.636714
48.300049	36.401398	-0.636532
48.400146	36.418198	-0.636323
48.500000	36.435600	-0.636157
48.600098	36.451698	-0.636039
48.699951	36.468597	-0.635852
48.800049	36.486000	-0.635692
48.900146	36.504898	-0.635526
49.000000	36.522301	-0.635376
49.100098	36.538200	-0.635237
49.199951	36.555401	-0.635114
49.300049	36.571800	-0.634964
49.400146	36.587997	-0.634798
49.500000	36.605598	-0.634649
49.600098	36.623501	-0.634472
49.699951	36.639900	-0.634333
49.800049	36.656300	-0.634167
49.900146	36.673798	-0.633969
50.000000	36.691200	-0.633777
50.100098	36.709400	-0.633621
50.199951	36.726997	-0.633482
50.300049	36.742599	-0.633295
50.400146	36.759399	-0.633156
50.500000	36.778198	-0.633011
50.600098	36.795300	-0.632829
50.699951	36.810699	-0.632664
50.800049	36.827599	-0.632476
50.900146	36.845699	-0.632305
51.000000	36.863800	-0.632118
51.100098	36.882500	-0.632022
51.199951	36.899899	-0.631904
51.300049	36.915100	-0.631776
51.400146	36.931698	-0.631588
51.500000	36.950001	-0.631428
51.600098	36.967598	-0.631305
51.699951	36.982998	-0.631166
51.800049	36.998699	-0.630989
51.900146	37.016300	-0.630850
52.000000	37.034500	-0.630695
52.100098	37.052799	-0.630545
52.199951	37.070099	-0.630427
52.300049	37.087700	-0.630299
52.400146	37.104900	-0.630176
52.500000	37.121498	-0.630037
52.600098	37.136997	-0.629882
52.699951	37.152599	-0.629711
52.800049	37.170998	-0.629566
52.900146	37.189301	-0.629416
53.000000	37.205898	-0.629250
53.100098	37.222900	-0.629101
53.199951	37.239597	-0.628903
53.300049	37.256500	-0.628774
53.400146	37.274597	-0.628641
53.500000	37.292500	-0.628480
53.600098	37.309200	-0.628303
53.699951	37.324398	-0.628175
53.800049	37.341900	-0.628047
53.900146	37.360798	-0.627892
54.000000	37.377098	-0.627763
54.100098	37.393497	-0.627608
54.199951	37.411198	-0.627399
54.300049	37.429100	-0.627239
54.400146	37.444698	-0.627030
54.500000	37.461098	-0.626880
54.600098	37.478901	-0.626672
54.699951	37.496700	-0.626474
54.800049	37.514198	-0.626222
54.900146	37.529099	-0.626024
55.000000	37.546299	-0.625859
55.100098	37.565899	-0.625719
55.199951	37.582897	-0.625559
55.300049	37.598999	-0.625404
55.400146	37.615601	-0.625238
55.500000	37.634098	-0.625099
55.600098	37.651600	-0.624938
55.699951	37.667801	-0.624772
55.800049	37.684399	-0.624644
55.900146	37.702198	-0.624478
56.000000	37.719898	-0.624318
56.100098	37.736698	-0.624120
56.199951	37.753899	-0.623874
56.300049	37.770699	-0.623660
56.400146	37.787701	-0.623494
56.500000	37.805000	-0.623285
56.600098	37.822201	-0.623103
56.699951	37.840797	-0.622905
56.800049	37.857300	-0.622697
56.900146	37.873600	-0.622509
57.000000	37.890198	-0.622301
57.100098	37.906898	-0.622119
57.199951	37.924000	-0.621932
57.300049	37.939999	-0.621744
57.400146	37.956299	-0.621568
57.500000	37.973400	-0.621429
57.600098	37.990997	-0.621242
57.699951	38.008698	-0.621070
57.800049	38.025898	-0.620894
57.900146	38.043098	-0.620685
58.000000	38.060200	-0.620546
58.100098	38.077297	-0.620348
58.199951	38.094601	-0.620150
58.300049	38.111599	-0.619990
58.400146	38.128597	-0.619802
58.500000	38.145901	-0.619653
58.600098	38.163399	-0.619487
58.699951	38.181000	-0.619278
58.800049	38.198299	-0.619059
58.900146	38.215500	-0.618909
59.000000	38.232201	-0.618711
59.100098	38.248798	-0.618502
59.199951	38.266300	-0.618358
59.300049	38.283798	-0.618197
59.400146	38.301098	-0.618021
59.500000	38.317398	-0.617860
59.600098	38.333900	-0.617727
59.699951	38.351101	-0.617588
59.800049	38.369099	-0.617481
59.900146	38.386898	-0.617363
60.000000	38.403400	-0.617138
60.100098	38.419899	-0.616908
60.199951	38.437901	-0.616699
60.300049	38.456799	-0.616496
60.400146	38.472500	-0.616277
60.500000	38.488197	-0.616079
60.600098	38.506298	-0.615902
60.699951	38.523098	-0.615720
60.800049	38.539600	-0.615485
60.900146	38.557198	-0.615335
61.000000	38.573399	-0.615148
61.100098	38.590797	-0.614966
61.199951	38.609501	-0.614859
61.300049	38.625298	-0.614704
61.400146	38.640499	-0.614517
61.500000	38.657398	-0.614367
61.600098	38.674999	-0.614169
61.699951	38.692101	-0.614003
61.800049	38.708599	-0.613864
61.900146	38.726799	-0.613720
62.000000	38.744999	-0.613559
62.100098	38.761497	-0.613350
62.199951	38.778400	-0.613174
62.300049	38.795601	-0.612944
62.400146	38.811798	-0.612773
62.500000	38.828800	-0.612607
62.600098	38.847099	-0.612468
62.699951	38.864399	-0.612312
62.800049	38.881100	-0.612136
62.900146	38.898300	-0.611975
63.000000	38.915001	-0.611756
63.100098	38.932301	-0.611569
63.199951	38.950500	-0.611398
63.300049	38.967197	-0.611178
63.400146	38.982998	-0.611023
63.500000	39.000900	-0.610836
63.600098	39.018299	-0.610617
63.699951	39.034901	-0.610467
63.800049	39.051899	-0.610290
63.900146	39.068298	-0.610082
64.000000	39.084999	-0.609873
64.100098	39.102100	-0.609712
64.199951	39.119698	-0.609466
64.300049	39.137299	-0.609236
64.400146	39.154697	-0.609076
64.500000	39.171799	-0.608889
64.600098	39.189198	-0.608680
64.699951	39.205799	-0.608552
64.800049	39.221699	-0.608396
64.900146	39.238300	-0.608236
65.000000	39.256001	-0.608081
65.100098	39.273598	-0.607942
65.199951	39.290897	-0.607835
65.300049	39.307598	-0.607669
65.400146	39.323898	-0.607519
65.500000	39.341599	-0.607353
65.600098	39.359600	-0.607166
65.699951	39.375900	-0.606984
65.800049	39.392597	-0.606839
65.900146	39.410198	-0.606620
66.000000	39.426701	-0.606470
66.100098	39.444000	-0.606272
66.199951	39.461899	-0.606074
66.300049	39.478798	-0.605935
66.400146	39.496399	-0.605812
66.500000	39.512897	-0.605684
66.600098	39.527798	-0.605540
66.699951	39.545700	-0.605379
66.800049	39.563297	-0.605170
66.900146	39.580601	-0.604972
67.000000	39.598900	-0.604774
67.100098	39.616699	-0.604635
67.199951	39.633598	-0.604469
67.300049	39.649799	-0.604309
67.400146	39.666100	-0.604143
67.500000	39.684601	-0.603977
67.600098	39.702599	-0.603785
67.699951	39.719097	-0.603587
67.800049	39.736401	-0.603410
67.900146	39.753899	-0.603223
68.000000	39.770397	-0.603095
68.100098	39.785999	-0.602966
68.199951	39.803101	-0.602832
68.300049	39.820999	-0.602693
68.400146	39.838299	-0.602517
68.500000	39.855198	-0.602388
68.600098	39.871597	-0.602190
68.699951	39.889900	-0.602041
68.800049	39.908398	-0.601864
68.900146	39.925499	-0.601677
69.000000	39.942299	-0.601516
69.100098	39.957798	-0.601350
69.199951	39.974499	-0.601233
69.300049	39.990299	-0.601120
69.400146	40.006298	-0.600971
69.500000	40.023701	-0.600832
69.600098	40.041298	-0.600666
69.699951	40.058598	-0.600489
69.800049	40.075897	-0.600339
69.900146	40.094498	-0.600163
70.000000	40.112099	-0.600013
70.100098	40.128799	-0.599885
70.199951	40.145500	-0.599719
70.300049	40.161999	-0.599548
70.400146	40.179398	-0.599382
70.500000	40.196800	-0.599194
70.600098	40.213497	-0.599002
70.699951	40.229698	-0.598857
70.800049	40.246799	-0.598718
70.900146	40.264099	-0.598579
71.000000	40.281300	-0.598456
71.100098	40.299500	-0.598328
71.199951	40.315701	-0.598119
71.300049	40.332298	-0.597910
71.400146	40.349598	-0.597702
71.500000	40.367599	-0.597498
71.600098	40.385998	-0.597301
71.699951	40.403297	-0.597113
71.800049	40.421101	-0.596931
71.900146	40.437798	-0.596766
72.000000	40.453400	-0.596605
72.100098	40.470699	-0.596418
72.199951	40.488197	-0.596252
72.300049	40.504997	-0.596070
72.400146	40.522499	-0.595915
72.500000	40.539299	-0.595733
72.600098	40.555199	-0.595599
72.699951	40.572498	-0.595401
72.800049	40.590298	-0.595230
72.900146	40.606598	-0.595043
73.000000	40.622498	-0.594824
73.100098	40.639297	-0.594663
73.199951	40.656097	-0.594476
73.300049	40.672897	-0.594299
73.400146	40.691200	-0.594107
73.500000	40.709099	-0.593919
73.600098	40.725800	-0.593780
73.699951	40.742798	-0.593561
73.800049	40.759800	-0.593352
73.900146	40.777100	-0.593197
74.000000	40.794899	-0.593047
74.100098	40.811699	-0.592817
74.199951	40.827801	-0.592587
74.300049	40.844299	-0.592432
74.400146	40.861900	-0.592272
74.500000	40.879799	-0.592074
74.600098	40.896297	-0.591924
74.699951	40.913498	-0.591715
74.800049	40.931499	-0.591517
74.900146	40.948601	-0.591341
75.000000	40.964798	-0.591159
75.100098	40.981998	-0.590950
75.199951	40.999100	-0.590752
75.300049	41.016197	-0.590554
75.400146	41.033298	-0.590346
75.500000	41.050900	-0.590185
75.600098	41.067799	-0.590019
75.699951	41.085197	-0.589832
75.800049	41.103298	-0.589581
75.900146	41.120701	-0.589409
76.000000	41.137699	-0.589179
76.100098	41.154598	-0.589013
76.199951	41.171200	-0.588874
76.300049	41.187298	-0.588698
76.400146	41.203800	-0.588500
76.500000	41.220398	-0.588329
76.600098	41.237499	-0.588141
76.699951	41.254200	-0.587970
76.800049	41.271698	-0.587804
76.900146	41.289799	-0.587628
77.000000	41.306499	-0.587419
77.100098	41.323097	-0.587248
77.199951	41.340000	-0.587071
77.300049	41.356800	-0.586873
77.400146	41.373398	-0.586702
77.500000	41.390598	-0.586504
77.600098	41.408199	-0.586328
77.699951	41.425598	-0.586189
77.800049	41.442200	-0.586023
77.900146	41.459297	-0.585841
78.000000	41.478298	-0.585643
78.100098	41.495800	-0.585466
78.199951	41.511898	-0.585306
78.300049	41.528999	-0.585151
78.400146	41.546299	-0.584969
78.500000	41.562599	-0.584792
78.600098	41.578400	-0.584637
78.699951	41.594200	-0.584498
78.800049	41.612000	-0.584311
78.900146	41.629898	-0.584140
79.000000	41.647301	-0.583963
79.100098	41.665298	-0.583813
79.199951	41.682499	-0.583690
79.300049	41.699200	-0.583471
79.400146	41.716698	-0.583268
79.500000	41.733601	-0.583059
79.600098	41.750797	-0.582861
79.699951	41.768398	-0.582722
79.800049	41.785797	-0.582556
79.900146	41.802399	-0.582358
80.000000	41.818897	-0.582182
80.100098	41.834999	-0.582010
80.199951	41.851398	-0.581802
80.300049	41.868401	-0.581673
80.400146	41.885998	-0.581540
80.500000	41.903198	-0.581379
80.600098	41.919498	-0.581235
80.699951	41.936798	-0.581063
80.800049	41.953697	-0.580956
80.900146	41.969799	-0.580737
81.000000	41.987598	-0.580603
81.100098	42.005199	-0.580373
81.199951	42.021500	-0.580234
81.300049	42.038998	-0.580058
81.400146	42.057400	-0.579919
81.500000	42.074398	-0.579790
81.600098	42.091198	-0.579635
81.699951	42.107700	-0.579448
81.800049	42.123600	-0.579250
81.900146	42.140999	-0.579079
82.000000	42.159199	-0.578902
82.100098	42.176800	-0.578704
82.199951	42.194000	-0.578565
82.300049	42.210697	-0.578410
82.400146	42.228100	-0.578217
82.500000	42.245197	-0.578062
82.600098	42.261200	-0.577875
82.699951	42.278099	-0.577682
82.800049	42.296101	-0.577484
82.900146	42.314400	-0.577356
83.000000	42.331600	-0.577179
83.100098	42.348801	-0.576971
83.199951	42.365601	-0.576762
83.300049	42.381397	-0.576532
83.400146	42.398098	-0.576334
83.500000	42.414497	-0.576115
83.600098	42.431900	-0.575944
83.699951	42.450001	-0.575778
83.800049	42.467300	-0.575580
83.900146	42.484699	-0.575409
84.000000	42.502399	-0.575221
84.100098	42.519501	-0.575072
84.199951	42.536900	-0.574916
84.300049	42.553898	-0.574767
84.400146	42.569199	-0.574622
84.500000	42.585098	-0.574456
84.600098	42.602600	-0.574274
84.699951	42.619900	-0.574087
84.800049	42.636200	-0.573878
84.900146	42.653000	-0.573739
85.000000	42.670498	-0.573563
85.100098	42.687500	-0.573397
85.199951	42.704899	-0.573236
85.300049	42.721897	-0.573039
85.400146	42.739201	-0.572851
85.500000	42.756001	-0.572632
85.600098	42.772800	-0.572402
85.699951	42.789997	-0.572236
85.800049	42.807198	-0.572033
85.900146	42.824898	-0.571856
86.000000	42.842400	-0.571637
86.100098	42.860897	-0.571487
86.199951	42.876801	-0.571268
86.300049	42.891499	-0.571054
86.400146	42.909199	-0.570861
86.500000	42.926598	-0.570551
86.600098	42.943699	-0.570390
86.699951	42.961201	-0.570267
86.800049	42.978199	-0.570150
86.900146	42.994999	-0.569984
87.000000	43.012100	-0.569834
87.100098	43.030098	-0.569668
