Time(sec)	Temp(C)	DSC(mW)
0.000000	30.344700	-0.137585
0.099854	30.343500	-0.137510
0.199951	30.340500	-0.137499
0.299805	30.338900	-0.137520
0.399902	30.338299	-0.137510
0.500000	30.337399	-0.137467
0.599854	30.335899	-0.137430
0.699951	30.332600	-0.137451
0.799805	30.330399	-0.137451
0.899902	30.329699	-0.137488
1.000000	30.327099	-0.137531
1.099854	30.324799	-0.137499
1.199951	30.324299	-0.137499
1.299805	30.322199	-0.137531
1.399902	30.318998	-0.137574
1.500000	30.317099	-0.137585
1.599854	30.316299	-0.137574
1.699951	30.315100	-0.137606
1.799805	30.313299	-0.137574
1.899902	30.312199	-0.137585
2.000000	30.310499	-0.137606
2.099854	30.308100	-0.137595
2.199951	30.306599	-0.137585
2.299805	30.306700	-0.137595
2.399902	30.304699	-0.137574
2.500000	30.301899	-0.137563
2.599854	30.300798	-0.137531
2.699951	30.299099	-0.137494
2.799805	30.296499	-0.137483
2.899902	30.293999	-0.137472
3.000000	30.292700	-0.137472
3.099854	30.290899	-0.137451
3.199951	30.289499	-0.137440
3.299805	30.287899	-0.137440
3.399902	30.286299	-0.137408
3.500000	30.285500	-0.137371
3.599854	30.284300	-0.137360
3.699951	30.281799	-0.137296
3.799805	30.278599	-0.137226
3.899902	30.277699	-0.137141
4.000000	30.277399	-0.137087
4.099854	30.275400	-0.137050
4.199951	30.273600	-0.136975
4.299805	30.270899	-0.137018
4.399902	30.268499	-0.137018
4.500000	30.267500	-0.137007
4.599854	30.266199	-0.136996
4.699951	30.263300	-0.136975
4.799805	30.260899	-0.136975
4.899902	30.259298	-0.136985
5.000000	30.257599	-0.137018
5.099854	30.255999	-0.137050
5.199951	30.253899	-0.137071
5.299805	30.251499	-0.137060
5.399902	30.250099	-0.137071
5.500000	30.249300	-0.137082
5.599854	30.247700	-0.137092
5.699951	30.247000	-0.137103
5.799805	30.244699	-0.137151
5.899902	30.241999	-0.137205
6.000000	30.241400	-0.137216
6.099854	30.241098	-0.137258
6.199951	30.239698	-0.137306
6.299805	30.237598	-0.137317
6.399902	30.237000	-0.137413
6.500000	30.235498	-0.137462
6.599854	30.234600	-0.137579
6.699951	30.233398	-0.137670
6.799805	30.232199	-0.137804
6.899902	30.230900	-0.137890
7.000000	30.229599	-0.138002
7.099854	30.230000	-0.138146
7.199951	30.230400	-0.138334
7.299805	30.229898	-0.138499
7.399902	30.230000	-0.138714
7.500000	30.229500	-0.138976
7.599854	30.228800	-0.139265
7.699951	30.228100	-0.139575
7.799805	30.228899	-0.139885
7.899902	30.230900	-0.140201
8.000000	30.231400	-0.140597
8.099854	30.230400	-0.140966
8.199951	30.230700	-0.141421
8.299805	30.231298	-0.141918
8.399902	30.232500	-0.142475
8.500000	30.233999	-0.143052
8.599854	30.234798	-0.143684
8.699951	30.236099	-0.144406
8.799805	30.237499	-0.145182
8.899902	30.238998	-0.146022
9.000000	30.239698	-0.146867
9.099854	30.241798	-0.147755
9.199951	30.244699	-0.148697
9.299805	30.246399	-0.149654
9.399902	30.247999	-0.150676
9.500000	30.250999	-0.151783
9.599854	30.254999	-0.152971
9.699951	30.258400	-0.154212
9.799805	30.262299	-0.155523
9.899902	30.267599	-0.156887
10.000000	30.271999	-0.158310
10.099854	30.275799	-0.159798
10.199951	30.279900	-0.161306
10.299805	30.284100	-0.162917
10.399902	30.288599	-0.164591
10.500000	30.294199	-0.166325
10.599854	30.298698	-0.168122
10.699951	30.302000	-0.169963
10.799805	30.308699	-0.171894
10.899902	30.316599	-0.173847
11.000000	30.323599	-0.175955
11.099854	30.330099	-0.178105
11.199951	30.335299	-0.180315
11.299805	30.341499	-0.182594
11.399902	30.349499	-0.184910
11.500000	30.356400	-0.187329
11.599854	30.364100	-0.189816
11.699951	30.372099	-0.192336
11.799805	30.378500	-0.194909
11.899902	30.386099	-0.197563
12.000000	30.394098	-0.200249
12.099854	30.402500	-0.203009
12.199951	30.410000	-0.205887
12.299805	30.418400	-0.208793
12.399902	30.427599	-0.211735
12.500000	30.436399	-0.214699
12.599854	30.446499	-0.217716
12.699951	30.456598	-0.220771
12.799805	30.465199	-0.223885
12.899902	30.474600	-0.227073
13.000000	30.484499	-0.230203
13.099854	30.493898	-0.233418
13.199951	30.504599	-0.236618
13.299805	30.515099	-0.239801
13.399902	30.525900	-0.243011
13.500000	30.538099	-0.246306
13.599854	30.548300	-0.249623
13.699951	30.558100	-0.252956
13.799805	30.569399	-0.256252
13.899902	30.581900	-0.259505
14.000000	30.593199	-0.262757
14.099854	30.603899	-0.266032
14.199951	30.615599	-0.269316
14.299805	30.626999	-0.272612
14.399902	30.638800	-0.275886
14.500000	30.651600	-0.279118
14.599854	30.663799	-0.282370
14.699951	30.677500	-0.285591
14.799805	30.689798	-0.288785
14.899902	30.702000	-0.291984
15.000000	30.716599	-0.295114
15.099854	30.729700	-0.298233
15.199951	30.740700	-0.301357
15.299805	30.753698	-0.304407
15.399902	30.768398	-0.307472
15.500000	30.781700	-0.310468
15.599854	30.793900	-0.313448
15.699951	30.806799	-0.316375
15.799805	30.820700	-0.319296
15.899902	30.835199	-0.322195
16.000000	30.849199	-0.325004
16.099854	30.862400	-0.327754
16.199951	30.875399	-0.330445
16.299805	30.889198	-0.333083
16.399902	30.902300	-0.335693
16.500000	30.916300	-0.338229
16.599854	30.931999	-0.340696
16.699951	30.946098	-0.343124
16.799805	30.960098	-0.345527
16.899902	30.975500	-0.347832
17.000000	30.990499	-0.350122
17.099854	31.004599	-0.352374
17.199951	31.019600	-0.354461
17.299805	31.035099	-0.356531
17.399902	31.050098	-0.358575
17.500000	31.065100	-0.360539
17.599854	31.079599	-0.362475
17.699951	31.094200	-0.364326
17.799805	31.109600	-0.366161
17.899902	31.124699	-0.367916
18.000000	31.141100	-0.369628
18.099854	31.157499	-0.371271
18.199951	31.171499	-0.372870
18.299805	31.185900	-0.374507
18.399902	31.201500	-0.376037
18.500000	31.217299	-0.377471
18.599854	31.232100	-0.378819
18.699951	31.246599	-0.380082
18.799805	31.262600	-0.381339
18.899902	31.278399	-0.382607
19.000000	31.294899	-0.383854
19.099854	31.311199	-0.385020
19.199951	31.327398	-0.386074
19.299805	31.342800	-0.387090
19.399902	31.357698	-0.388091
19.500000	31.374199	-0.389102
19.599854	31.389898	-0.389990
19.699951	31.406300	-0.390835
19.799805	31.422600	-0.391659
19.899902	31.437399	-0.392392
20.000000	31.453299	-0.393130
20.099854	31.469999	-0.393810
20.199951	31.486000	-0.394457
20.299805	31.501598	-0.395067
20.399902	31.517399	-0.395591
20.500000	31.533199	-0.396180
20.599854	31.549900	-0.396715
20.699951	31.565800	-0.397196
20.799805	31.581999	-0.397608
20.899902	31.600500	-0.397977
21.000000	31.617699	-0.398320
21.099854	31.632999	-0.398678
21.199951	31.648899	-0.399005
21.299805	31.665199	-0.399283
21.399902	31.680799	-0.399550
21.500000	31.697599	-0.399764
21.599854	31.714699	-0.399898
21.699951	31.730799	-0.400048
21.799805	31.747999	-0.400171
21.899902	31.764700	-0.400262
22.000000	31.780800	-0.400364
22.099854	31.797400	-0.400390
22.199951	31.814600	-0.400422
22.299805	31.830898	-0.400438
22.399902	31.845999	-0.400438
22.500000	31.862400	-0.400396
22.599854	31.880798	-0.400299
22.699951	31.898199	-0.400224
22.799805	31.913399	-0.400091
22.899902	31.930099	-0.399962
23.000000	31.947399	-0.399818
23.099854	31.963299	-0.399631
23.199951	31.980299	-0.399465
23.299805	31.997799	-0.399224
23.399902	32.013199	-0.398994
23.500000	32.029800	-0.398796
23.599854	32.048901	-0.398587
23.699951	32.066498	-0.398357
23.799805	32.081699	-0.398090
23.899902	32.097401	-0.397769
24.000000	32.114201	-0.397448
24.099854	32.131001	-0.397154
24.199951	32.148399	-0.396902
24.299805	32.165199	-0.396603
24.399902	32.182198	-0.396260
24.500000	32.199501	-0.395918
24.599854	32.216698	-0.395575
24.699951	32.234200	-0.395201
24.799805	32.249298	-0.394816
24.899902	32.264900	-0.394404
25.000000	32.281898	-0.394040
25.099854	32.299198	-0.393633
25.199951	32.316601	-0.393211
25.299805	32.334400	-0.392793
25.399902	32.352299	-0.392376
25.500000	32.369698	-0.391900
25.599854	32.386398	-0.391434
25.699951	32.403297	-0.390958
25.799805	32.419899	-0.390541
25.899902	32.435898	-0.390108
26.000000	32.452301	-0.389599
26.099854	32.469601	-0.389080
26.199951	32.487598	-0.388615
26.299805	32.504601	-0.388117
26.399902	32.521099	-0.387620
26.500000	32.538200	-0.387133
26.599854	32.555298	-0.386689
26.699951	32.572598	-0.386208
26.799805	32.589100	-0.385721
26.899902	32.605301	-0.385255
27.000000	32.621498	-0.384736
27.099854	32.638901	-0.384217
27.199951	32.657200	-0.383720
27.299805	32.674297	-0.383206
27.399902	32.690399	-0.382687
27.500000	32.708298	-0.382190
27.599854	32.724800	-0.381703
27.699951	32.740997	-0.381195
27.799805	32.758900	-0.380676
27.899902	32.775600	-0.380146
28.000000	32.791298	-0.379649
28.099854	32.807999	-0.379183
28.199951	32.825600	-0.378664
28.299805	32.842499	-0.378177
28.399902	32.860001	-0.377669
28.500000	32.878399	-0.377139
28.599854	32.894897	-0.376604
28.699951	32.911400	-0.376096
28.799805	32.928799	-0.375599
28.899902	32.946499	-0.375112
29.000000	32.964397	-0.374593
29.099854	32.980400	-0.374085
29.199951	32.996799	-0.373566
29.299805	33.013599	-0.373122
29.399902	33.030598	-0.372645
29.500000	33.047600	-0.372126
29.599854	33.065098	-0.371629
29.699951	33.083298	-0.371185
29.799805	33.101398	-0.370709
29.899902	33.118298	-0.370270
30.000000	33.134499	-0.369762
30.099854	33.151600	-0.369296
30.199951	33.169098	-0.368863
30.299805	33.184200	-0.368408
30.399902	33.202499	-0.367937
30.500000	33.220798	-0.367483
30.599854	33.235397	-0.367007
30.699951	33.253498	-0.366552
30.799805	33.273701	-0.366065
30.899902	33.290001	-0.365567
31.000000	33.305298	-0.365123
31.099854	33.321701	-0.364685
31.199951	33.338200	-0.364219
31.299805	33.355400	-0.363764
31.399902	33.372200	-0.363320
31.500000	33.389198	-0.362860
31.599854	33.405300	-0.362395
31.699951	33.421898	-0.361940
31.799805	33.440998	-0.361443
31.899902	33.457500	-0.360966
32.000000	33.473000	-0.360522
32.099854	33.490898	-0.360105
32.199951	33.508698	-0.359661
32.299805	33.526798	-0.359233
32.399902	33.543400	-0.358778
32.500000	33.559700	-0.358356
32.599854	33.577900	-0.357869
32.699951	33.596001	-0.357441
32.799805	33.613598	-0.357056
32.899902	33.629101	-0.356601
33.000000	33.645901	-0.356136
33.099854	33.663097	-0.355691
33.199951	33.679398	-0.355306
33.299805	33.697899	-0.354884
33.399902	33.714901	-0.354477
33.500000	33.732201	-0.354054
33.599854	33.750401	-0.353637
33.699951	33.767399	-0.353225
33.799805	33.784100	-0.352851
33.899902	33.800400	-0.352396
34.000000	33.816799	-0.351989
34.099854	33.833199	-0.351545
34.199951	33.850800	-0.351149
34.299805	33.868000	-0.350727
34.399902	33.884899	-0.350261
34.500000	33.903297	-0.349865
34.599854	33.920700	-0.349469
34.699951	33.937599	-0.349036
34.799805	33.954800	-0.348635
34.899902	33.972099	-0.348260
35.000000	33.988197	-0.347864
35.099854	34.004101	-0.347463
35.199951	34.021000	-0.347089
35.299805	34.037598	-0.346682
35.399902	34.054798	-0.346281
35.500000	34.073299	-0.345842
35.599854	34.090797	-0.345473
35.699951	34.108398	-0.345152
35.799805	34.126198	-0.344826
35.899902	34.144199	-0.344435
36.000000	34.160500	-0.344061
36.099854	34.175400	-0.343675
36.199951	34.192600	-0.343333
36.299805	34.210899	-0.342980
36.399902	34.228397	-0.342547
36.500000	34.245800	-0.342161
36.599854	34.262398	-0.341814
36.699951	34.279099	-0.341461
36.799805	34.296799	-0.341129
36.899902	34.313900	-0.340797
37.000000	34.331299	-0.340433
37.099854	34.347900	-0.340070
37.199951	34.364399	-0.339749
37.299805	34.381397	-0.339395
37.399902	34.398598	-0.339064
37.500000	34.415001	-0.338732
37.599854	34.431698	-0.338422
37.699951	34.450397	-0.338079
37.799805	34.467598	-0.337748
37.899902	34.484699	-0.337475
38.000000	34.502499	-0.337175
38.099854	34.519897	-0.336790
38.199951	34.536499	-0.336437
38.299805	34.553799	-0.336116
38.399902	34.570599	-0.335806
38.500000	34.587299	-0.335453
38.599854	34.604900	-0.335073
38.699951	34.622700	-0.334757
38.799805	34.640999	-0.334388
38.899902	34.658600	-0.334115
39.000000	34.675301	-0.333837
39.099854	34.690300	-0.333575
39.199951	34.705898	-0.333254
39.299805	34.722900	-0.332922
39.399902	34.739399	-0.332633
39.500000	34.756699	-0.332323
39.599854	34.775700	-0.332029
39.699951	34.793598	-0.331729
39.799805	34.810799	-0.331376
39.899902	34.828598	-0.331033
40.000000	34.844498	-0.330766
40.099854	34.860397	-0.330434
40.199951	34.877998	-0.330071
40.299805	34.894699	-0.329760
40.399902	34.911499	-0.329477
40.500000	34.929398	-0.329209
40.599854	34.947300	-0.328856
40.699951	34.964901	-0.328557
40.799805	34.981598	-0.328246
40.899902	34.999699	-0.327931
41.000000	35.017998	-0.327652
41.099854	35.034199	-0.327363
41.199951	35.050999	-0.327000
41.299805	35.069500	-0.326679
41.399902	35.085899	-0.326459
41.500000	35.101898	-0.326203
41.599854	35.119400	-0.325930
41.699951	35.137299	-0.325651
41.799805	35.154198	-0.325389
41.899902	35.170601	-0.325090
42.000000	35.187199	-0.324838
42.099854	35.203800	-0.324549
42.199951	35.220398	-0.324239
42.299805	35.236698	-0.323961
42.399902	35.253799	-0.323656
42.500000	35.271500	-0.323388
42.599854	35.288399	-0.323100
42.699951	35.306400	-0.322800
42.799805	35.325397	-0.322506
42.899902	35.341400	-0.322206
43.000000	35.356598	-0.321955
43.099854	35.374298	-0.321719
43.199951	35.391598	-0.321479
43.299805	35.407398	-0.321179
43.399902	35.424500	-0.320879
43.500000	35.441799	-0.320639
43.599854	35.458900	-0.320441
43.699951	35.477798	-0.320211
43.799805	35.496300	-0.319964
43.899902	35.512100	-0.319692
44.000000	35.528000	-0.319403
44.099854	35.546700	-0.319092
44.199951	35.564301	-0.318793
44.299805	35.579700	-0.318509
44.399902	35.594997	-0.318274
44.500000	35.611401	-0.318001
44.599854	35.629398	-0.317755
44.699951	35.647198	-0.317525
44.799805	35.664299	-0.317284
44.899902	35.681400	-0.317049
45.000000	35.698399	-0.316728
45.099854	35.716900	-0.316476
45.199951	35.733898	-0.316278
45.299805	35.749798	-0.316070
45.399902	35.766197	-0.315850
45.500000	35.782299	-0.315604
45.599854	35.799801	-0.315353
45.699951	35.819199	-0.315043
45.799805	35.837498	-0.314743
45.899902	35.853100	-0.314491
46.000000	35.868900	-0.314224
46.099854	35.886497	-0.313914
46.199951	35.904198	-0.313662
46.299805	35.920898	-0.313416
46.399902	35.936897	-0.313175
46.500000	35.954899	-0.312886
46.599854	35.971298	-0.312635
46.699951	35.987598	-0.312378
46.799805	36.005299	-0.312105
46.899902	36.022301	-0.311859
47.000000	36.039497	-0.311581
47.099854	36.057301	-0.311308
47.199951	36.075699	-0.311078
47.299805	36.092300	-0.310854
47.399902	36.107597	-0.310634
47.500000	36.123898	-0.310383
47.599854	36.141098	-0.310115
47.699951	36.159599	-0.309885
47.799805	36.178398	-0.309607
47.899902	36.194298	-0.309366
48.000000	36.209499	-0.309035
48.099854	36.227699	-0.308735
48.199951	36.245800	-0.308494
48.299805	36.261799	-0.308269
48.399902	36.277500	-0.308039
48.500000	36.294498	-0.307761
48.599854	36.312401	-0.307520
48.699951	36.330498	-0.307253
48.799805	36.348698	-0.307002
48.899902	36.365700	-0.306782
49.000000	36.383099	-0.306557
49.099854	36.400398	-0.306327
49.199951	36.417900	-0.306151
49.299805	36.435699	-0.305921
49.399902	36.452900	-0.305664
49.500000	36.469398	-0.305413
49.599854	36.487099	-0.305193
49.699951	36.505299	-0.304926
49.799805	36.521900	-0.304658
49.899902	36.537899	-0.304439
50.000000	36.554897	-0.304230
50.099854	36.571400	-0.304054
50.199951	36.588100	-0.303776
50.299805	36.605400	-0.303492
50.399902	36.621597	-0.303214
50.500000	36.637897	-0.302925
50.599854	36.655899	-0.302673
50.699951	36.673798	-0.302443
50.799805	36.690998	-0.302229
50.899902	36.709400	-0.302031
51.000000	36.725998	-0.301791
51.099854	36.741299	-0.301566
51.199951	36.757900	-0.301336
51.299805	36.775600	-0.301106
51.399902	36.793800	-0.300860
51.500000	36.810299	-0.300598
51.599854	36.826199	-0.300330
51.699951	36.844299	-0.300079
51.799805	36.861599	-0.299859
51.899902	36.877899	-0.299624
52.000000	36.895100	-0.299362
52.099854	36.912899	-0.299126
52.199951	36.930199	-0.298838
52.299805	36.947498	-0.298543
52.399902	36.964500	-0.298265
52.500000	36.981499	-0.298014
52.599854	36.999100	-0.297778
52.699951	37.015697	-0.297516
52.799805	37.033298	-0.297291
52.899902	37.051098	-0.297061
53.000000	37.067299	-0.296842
53.099854	37.083099	-0.296623
53.199951	37.101200	-0.296398
53.299805	37.119099	-0.296157
53.399902	37.136398	-0.295933
53.500000	37.154099	-0.295660
53.599854	37.170097	-0.295424
53.699951	37.186199	-0.295194
53.799805	37.202698	-0.294916
53.899902	37.220398	-0.294622
54.000000	37.237900	-0.294376
54.099854	37.254200	-0.294113
54.199951	37.271797	-0.293878
54.299805	37.288700	-0.293616
54.399902	37.303600	-0.293370
54.500000	37.320999	-0.293108
54.599854	37.339298	-0.292830
54.699951	37.358101	-0.292551
54.799805	37.374199	-0.292321
54.899902	37.389400	-0.292064
55.000000	37.407799	-0.291813
55.099854	37.425697	-0.291503
55.199951	37.444000	-0.291273
55.299805	37.461399	-0.291037
55.399902	37.477898	-0.290839
55.500000	37.493999	-0.290609
55.599854	37.510597	-0.290411
55.699951	37.529999	-0.290144
55.799805	37.547001	-0.289855
55.899902	37.562500	-0.289555
56.000000	37.579800	-0.289293
56.099854	37.596699	-0.289063
56.199951	37.613800	-0.288860
56.299805	37.630398	-0.288608
56.399902	37.647697	-0.288330
56.500000	37.664700	-0.288079
56.599854	37.681400	-0.287843
56.699951	37.701000	-0.287613
56.799805	37.717999	-0.287415
56.899902	37.733299	-0.287180
57.000000	37.750900	-0.286982
57.099854	37.767998	-0.286731
57.199951	37.786301	-0.286452
57.299805	37.802898	-0.286233
57.399902	37.819500	-0.285966
57.500000	37.836998	-0.285703
57.599854	37.853600	-0.285479
57.699951	37.869900	-0.285270
57.799805	37.886200	-0.285051
57.899902	37.902798	-0.284794
58.000000	37.919598	-0.284607
58.099854	37.936501	-0.284419
58.199951	37.953899	-0.284168
58.299805	37.970699	-0.283922
58.399902	37.987598	-0.283660
58.500000	38.005798	-0.283526
58.599854	38.022999	-0.283237
58.699951	38.041901	-0.282959
58.799805	38.058800	-0.282707
58.899902	38.073498	-0.282499
59.000000	38.090900	-0.282253
59.099854	38.111698	-0.282044
59.199951	38.129700	-0.281744
59.299805	38.145500	-0.281504
59.399902	38.162098	-0.281258
59.500000	38.178600	-0.281049
59.599854	38.195900	-0.280808
59.699951	38.213898	-0.280584
59.799805	38.230400	-0.280332
59.899902	38.245998	-0.280065
60.000000	38.264599	-0.279797
60.099854	38.281597	-0.279588
60.199951	38.297798	-0.279337
60.299805	38.315498	-0.279112
60.399902	38.332199	-0.278850
60.500000	38.348301	-0.278641
60.599854	38.366199	-0.278417
60.699951	38.385899	-0.278165
60.799805	38.402397	-0.277957
60.899902	38.417297	-0.277743
61.000000	38.435101	-0.277523
61.099854	38.451797	-0.277304
61.199951	38.467899	-0.277101
61.299805	38.484501	-0.276839
61.399902	38.502399	-0.276630
61.500000	38.520199	-0.276453
61.599854	38.537201	-0.276287
61.699951	38.556599	-0.276009
61.799805	38.573200	-0.275710
61.899902	38.587498	-0.275480
62.000000	38.605499	-0.275201
62.099854	38.623100	-0.274971
62.199951	38.639599	-0.274795
62.299805	38.656498	-0.274586
62.399902	38.672699	-0.274463
62.500000	38.688900	-0.274265
62.599854	38.707199	-0.274030
62.699951	38.727501	-0.273768
62.799805	38.743999	-0.273511
62.899902	38.758099	-0.273302
63.000000	38.775398	-0.273088
63.099854	38.793999	-0.272805
63.199951	38.810600	-0.272580
63.299805	38.826797	-0.272371
63.399902	38.846001	-0.272152
63.500000	38.863598	-0.271895
63.599854	38.880600	-0.271708
63.699951	38.899498	-0.271489
63.799805	38.915600	-0.271301
63.899902	38.930798	-0.271082
64.000000	38.948799	-0.270895
64.099854	38.966099	-0.270627
64.199951	38.984200	-0.270461
64.299805	39.001499	-0.270253
64.399902	39.017097	-0.270044
64.500000	39.033699	-0.269841
64.599854	39.051098	-0.269670
64.699951	39.070198	-0.269445
64.799805	39.086700	-0.269226
64.899902	39.101997	-0.269001
65.000000	39.119198	-0.268749
65.099854	39.136600	-0.268471
65.199951	39.153400	-0.268230
65.299805	39.170300	-0.268006
65.399902	39.186798	-0.267819
65.500000	39.203300	-0.267588
65.599854	39.219997	-0.267380
65.699951	39.239700	-0.267144
65.799805	39.257198	-0.266957
65.899902	39.272697	-0.266749
66.000000	39.289700	-0.266513
66.099854	39.306000	-0.266294
66.199951	39.323799	-0.266026
66.299805	39.341900	-0.265796
66.399902	39.359100	-0.265539
66.500000	39.376698	-0.265299
66.599854	39.393398	-0.265010
66.699951	39.411697	-0.264812
66.799805	39.429199	-0.264566
66.899902	39.444199	-0.264304
67.000000	39.461201	-0.264106
67.099854	39.477898	-0.263849
67.199951	39.495098	-0.263619
67.299805	39.513699	-0.263416
67.399902	39.530300	-0.263121
67.500000	39.546200	-0.262907
67.599854	39.564598	-0.262699
67.699951	39.583298	-0.262469
67.799805	39.599598	-0.262222
67.899902	39.615200	-0.261966
68.000000	39.632099	-0.261703
68.099854	39.648998	-0.261506
68.199951	39.666599	-0.261286
68.299805	39.685299	-0.261062
68.399902	39.701599	-0.260821
68.500000	39.716698	-0.260585
68.599854	39.734501	-0.260318
68.699951	39.753597	-0.260109
68.799805	39.770100	-0.259810
68.899902	39.785000	-0.259622
69.000000	39.803699	-0.259371
69.099854	39.820900	-0.259162
69.199951	39.836800	-0.258927
69.299805	39.854401	-0.258708
69.399902	39.871597	-0.258472
69.500000	39.887398	-0.258253
69.599854	39.903698	-0.257996
69.699951	39.922798	-0.257777
69.799805	39.940201	-0.257589
69.899902	39.955498	-0.257391
70.000000	39.973000	-0.257177
70.099854	39.991199	-0.257028
70.199951	40.008198	-0.256814
70.299805	40.026798	-0.256573
70.399902	40.043900	-0.256327
70.500000	40.061199	-0.256097
70.599854	40.078197	-0.255819
70.699951	40.093899	-0.255642
70.799805	40.110798	-0.255423
70.899902	40.128899	-0.255155
71.000000	40.145798	-0.254925
71.099854	40.162701	-0.254716
71.199951	40.179897	-0.254513
71.299805	40.196899	-0.254326
71.399902	40.215099	-0.254149
71.500000	40.233200	-0.253930
71.599854	40.249599	-0.253689
71.699951	40.266701	-0.253475
71.799805	40.284500	-0.253277
71.899902	40.301899	-0.253079
72.000000	40.318897	-0.252871
72.099854	40.335999	-0.252662
72.199951	40.352798	-0.252427
72.299805	40.369301	-0.252175
72.399902	40.386997	-0.251940
72.500000	40.404301	-0.251721
72.599854	40.420300	-0.251490
72.699951	40.437000	-0.251287
72.799805	40.454800	-0.251111
72.899902	40.471699	-0.250913
73.000000	40.488400	-0.250672
73.099854	40.505299	-0.250415
73.199951	40.521400	-0.250137
73.299805	40.537800	-0.249885
73.399902	40.555698	-0.249629
73.500000	40.573399	-0.249399
73.599854	40.590500	-0.249254
73.699951	40.607597	-0.249046
73.799805	40.624298	-0.248880
73.899902	40.641701	-0.248623
74.000000	40.658699	-0.248414
74.099854	40.675800	-0.248136
74.199951	40.693298	-0.247815
74.299805	40.710197	-0.247548
74.399902	40.726601	-0.247264
74.500000	40.744999	-0.247039
74.599854	40.763199	-0.246729
74.699951	40.778999	-0.246510
74.799805	40.796600	-0.246290
74.899902	40.815098	-0.246055
75.000000	40.831898	-0.245889
75.099854	40.848400	-0.245691
75.199951	40.864098	-0.245424
75.299805	40.880600	-0.245204
75.399902	40.899399	-0.244974
75.500000	40.916901	-0.244728
75.599854	40.933098	-0.244498
75.699951	40.949799	-0.244289
75.799805	40.966099	-0.244054
75.899902	40.984299	-0.243845
76.000000	41.001598	-0.243637
76.099854	41.017998	-0.243348
76.199951	41.035599	-0.243091
76.299805	41.051701	-0.242802
76.399902	41.068199	-0.242529
76.500000	41.085197	-0.242305
76.599854	41.102798	-0.242107
76.699951	41.120899	-0.241855
76.799805	41.138699	-0.241630
76.899902	41.155701	-0.241433
77.000000	41.172398	-0.241213
77.099854	41.189198	-0.241037
77.199951	41.206100	-0.240812
77.299805	41.222500	-0.240582
77.399902	41.239998	-0.240352
77.500000	41.256699	-0.240116
77.599854	41.274097	-0.239870
77.699951	41.292400	-0.239619
77.799805	41.309399	-0.239351
77.899902	41.326099	-0.239100
78.000000	41.343700	-0.238843
78.099854	41.360699	-0.238645
78.199951	41.377399	-0.238410
78.299805	41.394299	-0.238201
78.399902	41.410099	-0.238014
78.500000	41.427998	-0.237805
78.599854	41.445198	-0.237527
78.699951	41.461498	-0.237297
78.799805	41.478897	-0.237110
78.899902	41.495899	-0.236864
79.000000	41.512600	-0.236676
79.099854	41.530399	-0.236489
79.199951	41.548798	-0.236366
79.299805	41.566200	-0.236179
79.399902	41.582897	-0.235992
79.500000	41.599499	-0.235746
79.599854	41.616398	-0.235558
79.699951	41.633801	-0.235328
79.799805	41.650799	-0.235093
79.899902	41.667599	-0.234884
80.000000	41.685799	-0.234676
80.099854	41.702698	-0.234408
80.199951	41.720100	-0.234210
80.299805	41.737598	-0.234012
80.399902	41.752197	-0.233787
80.500000	41.769299	-0.233611
80.599854	41.788200	-0.233370
80.699951	41.804798	-0.233172
80.799805	41.821598	-0.232948
80.899902	41.839397	-0.232717
81.000000	41.856197	-0.232509
81.099854	41.872101	-0.232343
81.199951	41.889599	-0.232140
81.299805	41.907600	-0.232011
81.399902	41.924000	-0.231856
81.500000	41.941700	-0.231669
81.599854	41.959099	-0.231466
81.699951	41.975800	-0.231268
81.799805	41.993198	-0.231080
81.899902	42.010399	-0.230882
82.000000	42.027000	-0.230658
82.099854	42.043697	-0.230417
82.199951	42.061298	-0.230251
82.299805	42.079098	-0.230075
82.399902	42.096897	-0.229818
82.500000	42.114098	-0.229556
82.599854	42.130699	-0.229411
82.699951	42.146698	-0.229267
82.799805	42.164398	-0.229101
82.899902	42.181900	-0.228903
83.000000	42.198299	-0.228705
83.099854	42.215298	-0.228528
83.199951	42.233299	-0.228341
83.299805	42.250698	-0.228138
83.399902	42.266899	-0.227876
83.500000	42.283897	-0.227630
83.599854	42.302097	-0.227432
83.699951	42.318897	-0.227223
83.799805	42.334599	-0.226977
83.899902	42.351898	-0.226768
84.000000	42.369999	-0.226565
84.099854	42.386700	-0.226356
84.199951	42.403999	-0.226126
84.299805	42.422298	-0.225891
84.399902	42.438801	-0.225682
84.500000	42.454700	-0.225463
84.599854	42.471100	-0.225270
84.699951	42.487198	-0.225083
84.799805	42.504200	-0.224885
84.899902	42.521797	-0.224628
85.000000	42.539299	-0.224377
85.099854	42.556499	-0.224142
85.199951	42.573997	-0.223944
85.299805	42.591198	-0.223703
85.399902	42.608299	-0.223467
85.500000	42.625198	-0.223269
85.599854	42.641598	-0.223082
85.699951	42.658199	-0.222825
85.799805	42.674999	-0.222627
85.899902	42.692600	-0.222408
86.000000	42.709999	-0.222183
86.099854	42.727600	-0.221964
86.199951	42.745399	-0.221739
86.299805	42.762299	-0.221472
86.399902	42.779598	-0.221188
86.500000	42.796398	-0.220942
86.599854	42.813999	-0.220685
86.699951	42.831799	-0.220498
86.799805	42.847900	-0.220225
86.899902	42.864998	-0.220011
87.000000	42.882000	-0.219781
87.099854	42.898701	-0.219578
87.199951	42.916397	-0.219316
