Time(sec)	Temp(C)	DSC(mW)
209.899902	63.941097	0.039258
210.000000	63.959099	0.039311
210.100098	63.977798	0.039360
210.200195	63.995499	0.039360
210.299805	64.012596	0.039429
210.399902	64.028801	0.039504
210.500000	64.044899	0.039574
210.600098	64.060898	0.039675
210.700195	64.077301	0.039755
210.799805	64.096001	0.039830
210.899902	64.114601	0.039911
211.000000	64.131599	0.040012
211.100098	64.147301	0.040039
211.200195	64.162598	0.040071
211.299805	64.179100	0.040162
211.399902	64.196198	0.040216
211.500000	64.212898	0.040317
211.600098	64.229996	0.040430
211.700195	64.247597	0.040430
211.799805	64.264099	0.040467
211.899902	64.280396	0.040510
212.000000	64.296402	0.040601
212.100098	64.313301	0.040670
212.200195	64.331596	0.040735
212.299805	64.348396	0.040783
212.399902	64.365898	0.040906
212.500000	64.381401	0.040986
212.600098	64.397499	0.041077
212.700195	64.416496	0.041109
212.799805	64.434296	0.041189
212.899902	64.450798	0.041211
213.000000	64.467697	0.041243
213.100098	64.484497	0.041312
213.200195	64.501396	0.041371
213.299805	64.518898	0.041478
213.399902	64.535599	0.041596
213.500000	64.550301	0.041628
213.600098	64.567497	0.041698
213.700195	64.586197	0.041751
213.799805	64.603195	0.041842
213.899902	64.620102	0.041901
214.000000	64.637695	0.041981
214.100098	64.654999	0.042035
214.200195	64.671700	0.042093
214.299805	64.689102	0.042158
214.399902	64.706398	0.042184
214.500000	64.723000	0.042249
214.600098	64.739197	0.042318
214.700195	64.756401	0.042350
214.799805	64.774895	0.042463
214.899902	64.792198	0.042532
215.000000	64.808899	0.042543
215.100098	64.826096	0.042634
215.200195	64.842995	0.042703
215.299805	64.860199	0.042757
215.399902	64.876198	0.042848
215.500000	64.891899	0.042848
215.600098	64.908600	0.042837
215.700195	64.925201	0.042858
215.799805	64.942101	0.042885
215.899902	64.958496	0.042853
216.000000	64.974998	0.042805
216.100098	64.992798	0.042837
216.200195	65.010002	0.042917
216.299805	65.028198	0.042944
216.399902	65.045601	0.042928
216.500000	65.062302	0.042955
216.600098	65.080498	0.043019
216.700195	65.097801	0.043088
216.799805	65.112701	0.043110
216.899902	65.128700	0.043158
217.000000	65.145302	0.043190
217.100098	65.163200	0.043201
217.200195	65.182297	0.043238
217.299805	65.198395	0.043270
217.399902	65.214195	0.043238
217.500000	65.231796	0.043260
217.600098	65.249001	0.043281
217.700195	65.266098	0.043319
217.799805	65.284401	0.043361
217.899902	65.301598	0.043409
218.000000	65.318298	0.043442
218.100098	65.336098	0.043522
218.200195	65.352898	0.043634
218.299805	65.369301	0.043666
218.399902	65.385597	0.043693
218.500000	65.402695	0.043736
218.600098	65.419998	0.043736
218.700195	65.437599	0.043747
218.799805	65.455399	0.043805
218.899902	65.471901	0.043848
219.000000	65.486496	0.043848
219.100098	65.501999	0.043907
219.200195	65.520096	0.043928
219.299805	65.538300	0.043939
219.399902	65.556099	0.043998
219.500000	65.572899	0.044041
219.600098	65.589897	0.044110
219.700195	65.607101	0.044180
219.799805	65.623901	0.044212
219.899902	65.640602	0.044260
220.000000	65.656998	0.044335
220.100098	65.673996	0.044362
220.200195	65.692001	0.044463
220.299805	65.708900	0.044528
220.399902	65.725197	0.044549
220.500000	65.741699	0.044667
220.600098	65.759895	0.044742
220.700195	65.777901	0.044822
220.799805	65.794296	0.044891
220.899902	65.811295	0.044902
221.000000	65.827499	0.044934
221.100098	65.844498	0.044982
221.200195	65.862198	0.045014
221.299805	65.878395	0.045052
221.399902	65.894997	0.045164
221.500000	65.912300	0.045186
221.600098	65.930695	0.045196
221.700195	65.948799	0.045234
221.799805	65.965897	0.045277
221.899902	65.981697	0.045298
222.000000	65.998001	0.045335
222.100098	66.015297	0.045416
222.200195	66.032600	0.045389
222.299805	66.048996	0.045448
222.399902	66.065201	0.045528
222.500000	66.082100	0.045539
222.600098	66.099098	0.045592
222.700195	66.116898	0.045630
222.799805	66.134895	0.045694
222.899902	66.152596	0.045742
223.000000	66.169197	0.045753
223.100098	66.185699	0.045763
223.200195	66.201996	0.045790
223.299805	66.217598	0.045833
223.399902	66.234200	0.045870
223.500000	66.251701	0.045913
223.600098	66.268295	0.045994
223.700195	66.285995	0.046004
223.799805	66.304100	0.046004
223.899902	66.320595	0.046047
224.000000	66.336601	0.046127
224.100098	66.353600	0.046138
224.200195	66.371796	0.046186
224.299805	66.388397	0.046229
224.399902	66.403900	0.046250
224.500000	66.420502	0.046277
224.600098	66.438301	0.046277
224.700195	66.456200	0.046288
224.799805	66.473198	0.046336
224.899902	66.489197	0.046379
225.000000	66.505501	0.046427
225.100098	66.522697	0.046470
225.200195	66.540001	0.046480
225.299805	66.557899	0.046491
225.399902	66.576096	0.046529
225.500000	66.592400	0.046507
225.600098	66.609100	0.046529
225.700195	66.627197	0.046561
225.799805	66.643799	0.046641
225.899902	66.659302	0.046753
226.000000	66.676300	0.046855
226.100098	66.693695	0.046903
226.200195	66.710899	0.046967
226.299805	66.727699	0.047026
226.399902	66.743195	0.047015
226.500000	66.760498	0.047096
226.600098	66.778297	0.047171
226.700195	66.795296	0.047197
226.799805	66.811295	0.047251
226.899902	66.827896	0.047299
227.000000	66.846001	0.047342
227.100098	66.863899	0.047390
227.200195	66.879295	0.047534
227.299805	66.894402	0.047524
227.399902	66.911598	0.047513
227.500000	66.929100	0.047572
227.600098	66.945496	0.047636
227.700195	66.961601	0.047695
227.799805	66.979599	0.047695
227.899902	66.997200	0.047706
228.000000	67.013298	0.047706
228.100098	67.029999	0.047732
228.200195	67.045998	0.047716
228.299805	67.062401	0.047743
228.399902	67.080795	0.047786
228.500000	67.098801	0.047786
228.600098	67.115295	0.047775
228.700195	67.132401	0.047813
228.799805	67.149101	0.047823
228.899902	67.166199	0.047834
229.000000	67.182999	0.047845
229.100098	67.199097	0.047882
229.200195	67.216698	0.047871
229.299805	67.234299	0.047877
229.399902	67.251099	0.047936
229.500000	67.268196	0.047984
229.600098	67.285698	0.048037
229.700195	67.302498	0.048075
229.799805	67.318398	0.048096
229.899902	67.334396	0.048128
230.000000	67.350296	0.048128
230.100098	67.367699	0.048128
230.200195	67.386101	0.048144
230.299805	67.403297	0.048187
230.399902	67.419296	0.048155
230.500000	67.436195	0.048198
230.600098	67.452995	0.048235
230.700195	67.469902	0.048246
230.799805	67.487595	0.048278
230.899902	67.503502	0.048267
231.000000	67.520699	0.048246
231.100098	67.538200	0.048267
231.200195	67.554001	0.048246
231.299805	67.569695	0.048273
231.399902	67.587395	0.048305
231.500000	67.605095	0.048273
231.600098	67.621696	0.048273
231.700195	67.638496	0.048283
231.799805	67.655197	0.048283
231.899902	67.672699	0.048283
232.000000	67.690598	0.048294
232.100098	67.707596	0.048294
232.200195	67.723900	0.048273
232.299805	67.739395	0.048321
232.399902	67.755997	0.048412
232.500000	67.774498	0.048385
232.600098	67.793098	0.048342
232.700195	67.809296	0.048364
232.799805	67.824898	0.048422
232.899902	67.841499	0.048503
233.000000	67.859695	0.048524
233.100098	67.876297	0.048545
233.200195	67.892601	0.048562
233.299805	67.910896	0.048545
233.399902	67.927399	0.048503
233.500000	67.943398	0.048513
233.600098	67.961296	0.048513
233.700195	67.978699	0.048529
233.799805	67.994797	0.048594
233.899902	68.011902	0.048620
234.000000	68.029602	0.048594
234.100098	68.046402	0.048631
234.200195	68.063095	0.048652
234.299805	68.079201	0.048663
234.399902	68.095596	0.048663
234.500000	68.112999	0.048652
234.600098	68.129601	0.048642
234.700195	68.146698	0.048652
234.799805	68.164497	0.048631
234.899902	68.181496	0.048642
235.000000	68.198097	0.048701
235.100098	68.213898	0.048722
235.200195	68.230301	0.048722
235.299805	68.248100	0.048738
235.399902	68.264999	0.048770
235.500000	68.281502	0.048792
235.600098	68.299202	0.048749
235.700195	68.316101	0.048802
235.799805	68.332802	0.048781
235.899902	68.348999	0.048840
236.000000	68.364502	0.048850
236.100098	68.382500	0.048840
236.200195	68.399101	0.048861
236.299805	68.416100	0.048909
236.399902	68.433800	0.048909
236.500000	68.450294	0.048973
236.600098	68.467400	0.049000
236.700195	68.485596	0.049054
236.799805	68.503296	0.049070
236.899902	68.518898	0.049102
237.000000	68.535202	0.049102
237.100098	68.552101	0.049150
237.200195	68.569099	0.049171
237.299805	68.586899	0.049171
237.399902	68.603401	0.049118
237.500000	68.620598	0.049161
237.600098	68.637695	0.049193
237.700195	68.654701	0.049171
237.799805	68.672096	0.049182
237.899902	68.688896	0.049209
238.000000	68.706100	0.049284
238.100098	68.723000	0.049321
238.200195	68.739197	0.049321
238.299805	68.755997	0.049343
238.399902	68.772995	0.049401
238.500000	68.789597	0.049412
238.600098	68.805801	0.049492
238.700195	68.822701	0.049557
238.799805	68.840500	0.049573
238.899902	68.857201	0.049594
239.000000	68.873299	0.049642
239.100098	68.889297	0.049626
239.200195	68.906296	0.049664
239.299805	68.923500	0.049717
239.399902	68.941101	0.049755
239.500000	68.958595	0.049797
239.600098	68.975800	0.049845
239.700195	68.992599	0.049899
239.799805	69.009995	0.049926
239.899902	69.027695	0.049936
240.000000	69.043701	0.049979
240.100098	69.059601	0.049990
240.200195	69.076302	0.050081
240.299805	69.093895	0.050108
240.399902	69.111099	0.050086
240.500000	69.127800	0.050070
240.600098	69.144699	0.050129
240.700195	69.160500	0.050140
240.799805	69.177399	0.050140
240.899902	69.196198	0.050129
241.000000	69.213799	0.050145
241.100098	69.229599	0.050199
241.200195	69.245995	0.050236
241.299805	69.263802	0.050236
241.399902	69.280296	0.050247
241.500000	69.296898	0.050236
241.600098	69.315102	0.050225
241.700195	69.332199	0.050247
241.799805	69.347801	0.050236
241.899902	69.363602	0.050225
242.000000	69.381302	0.050225
242.100098	69.398796	0.050236
242.200195	69.416199	0.050263
242.299805	69.433197	0.050295
242.399902	69.450294	0.050338
242.500000	69.467400	0.050338
242.600098	69.483795	0.050348
242.700195	69.500999	0.050407
242.799805	69.518097	0.050386
242.899902	69.534798	0.050364
243.000000	69.552101	0.050354
243.100098	69.569199	0.050364
243.200195	69.586296	0.050397
243.299805	69.603401	0.050477
243.399902	69.620499	0.050493
243.500000	69.637497	0.050514
243.600098	69.654297	0.050546
243.700195	69.671295	0.050514
243.799805	69.687798	0.050493
243.899902	69.703896	0.050493
244.000000	69.720200	0.050557
244.100098	69.737297	0.050594
244.200195	69.755600	0.050664
244.299805	69.773598	0.050696
244.399902	69.790001	0.050718
244.500000	69.806702	0.050787
244.600098	69.823997	0.050835
244.700195	69.840897	0.050857
244.799805	69.858398	0.050878
244.899902	69.875298	0.050910
245.000000	69.891396	0.050915
245.100098	69.908501	0.050937
245.200195	69.925797	0.050915
245.299805	69.942101	0.050937
245.399902	69.958397	0.051001
245.500000	69.975800	0.051060
245.600098	69.994698	0.051060
245.700195	70.012299	0.051065
245.799805	70.028297	0.051087
245.899902	70.045296	0.051097
246.000000	70.061996	0.051119
246.100098	70.078094	0.051119
246.200195	70.095596	0.051087
246.299805	70.113701	0.051119
246.399902	70.130501	0.051167
246.500000	70.146194	0.051210
246.600098	70.162399	0.051215
246.700195	70.179199	0.051258
246.799805	70.195900	0.051306
246.899902	70.211800	0.051338
247.000000	70.227798	0.051418
247.100098	70.244698	0.051418
247.200195	70.262695	0.051418
247.299805	70.280602	0.051461
247.399902	70.296700	0.051499
247.500000	70.312302	0.051520
247.600098	70.327499	0.051520
247.700195	70.344299	0.051520
247.799805	70.363701	0.051579
247.899902	70.380501	0.051600
248.000000	70.396400	0.051622
248.100098	70.413597	0.051638
248.200195	70.431198	0.051681
248.299805	70.446999	0.051691
248.399902	70.462799	0.051739
248.500000	70.480202	0.051782
248.600098	70.497902	0.051771
248.700195	70.514397	0.051830
248.799805	70.530701	0.051873
248.899902	70.549095	0.051921
249.000000	70.566002	0.051921
249.100098	70.582001	0.051932
249.200195	70.598801	0.051921
249.299805	70.616096	0.051937
249.399902	70.633202	0.051959
249.500000	70.650497	0.051927
249.600098	70.667000	0.051916
249.700195	70.682495	0.051927
249.799805	70.698898	0.051959
249.899902	70.716797	0.051996
250.000000	70.733795	0.051969
250.100098	70.750198	0.051948
250.200195	70.767700	0.052007
250.299805	70.784897	0.052050
250.399902	70.801399	0.052066
250.500000	70.819000	0.052141
250.600098	70.835800	0.052210
250.700195	70.851295	0.052232
250.799805	70.867599	0.052210
250.899902	70.884995	0.052258
251.000000	70.902596	0.052258
251.100098	70.920296	0.052269
251.200195	70.937302	0.052290
251.299805	70.953094	0.052317
251.399902	70.969696	0.052317
251.500000	70.987999	0.052306
251.600098	71.005501	0.052360
251.700195	71.022598	0.052296
251.799805	71.038498	0.052296
251.899902	71.054100	0.052317
252.000000	71.070396	0.052253
252.100098	71.086395	0.052274
252.200195	71.103897	0.052296
252.299805	71.121399	0.052355
252.399902	71.139198	0.052376
252.500000	71.156296	0.052397
252.600098	71.172798	0.052424
252.700195	71.190201	0.052424
252.799805	71.207397	0.052435
252.899902	71.223396	0.052446
253.000000	71.239998	0.052435
253.100098	71.258400	0.052446
253.200195	71.276596	0.052381
253.299805	71.292999	0.052349
253.399902	71.308899	0.052312
253.500000	71.325699	0.052290
253.600098	71.342896	0.052301
253.700195	71.359497	0.052312
253.799805	71.375801	0.052339
253.899902	71.391495	0.052339
254.000000	71.406799	0.052317
254.100098	71.423401	0.052339
254.200195	71.442200	0.052328
254.299805	71.461296	0.052264
254.399902	71.478401	0.052264
254.500000	71.493401	0.052306
254.600098	71.509102	0.052306
254.700195	71.526596	0.052264
254.799805	71.543900	0.052274
254.899902	71.560295	0.052285
255.000000	71.576897	0.052323
255.100098	71.593201	0.052344
255.200195	71.610497	0.052296
255.299805	71.627800	0.052242
255.399902	71.643700	0.052189
255.500000	71.660599	0.052119
255.600098	71.678299	0.052076
255.700195	71.695496	0.052109
255.799805	71.712196	0.052167
255.899902	71.729599	0.052167
256.000000	71.746498	0.052157
256.100098	71.764198	0.052178
256.200195	71.781700	0.052189
256.299805	71.797195	0.052135
256.399902	71.812698	0.052146
256.500000	71.830894	0.052178
256.600098	71.848396	0.052194
256.700195	71.864296	0.052248
256.799805	71.881699	0.052296
256.899902	71.899498	0.052328
257.000000	71.915695	0.052349
257.100098	71.932396	0.052365
257.200195	71.949799	0.052317
257.299805	71.966499	0.052306
257.399902	71.983299	0.052264
257.500000	72.000298	0.052285
257.600098	72.016701	0.052323
257.700195	72.032799	0.052333
257.799805	72.050095	0.052333
257.899902	72.067398	0.052365
258.000000	72.084000	0.052413
258.100098	72.100494	0.052494
258.200195	72.117401	0.052526
258.299805	72.134102	0.052563
258.399902	72.149696	0.052585
258.500000	72.166496	0.052606
258.600098	72.183899	0.052595
258.700195	72.201698	0.052595
258.799805	72.218697	0.052644
258.899902	72.235397	0.052654
259.000000	72.252701	0.052665
259.100098	72.269897	0.052686
259.200195	72.287300	0.052713
259.299805	72.304100	0.052788
259.399902	72.321098	0.052825
259.500000	72.337898	0.052793
259.600098	72.354195	0.052847
259.700195	72.370201	0.052863
259.799805	72.387199	0.052847
259.899902	72.404495	0.052841
260.000000	72.421097	0.052836
260.100098	72.437996	0.052895
260.200195	72.455597	0.052927
260.299805	72.473198	0.052986
260.399902	72.489502	0.053045
260.500000	72.504700	0.053077
260.600098	72.521400	0.053104
260.700195	72.539696	0.053104
260.799805	72.557701	0.053077
260.899902	72.574997	0.053104
261.000000	72.591095	0.053125
261.100098	72.607300	0.053162
261.200195	72.623901	0.053173
261.299805	72.640198	0.053205
261.399902	72.657799	0.053184
261.500000	72.675598	0.053162
261.600098	72.691895	0.053195
261.700195	72.709099	0.053243
261.799805	72.726601	0.053253
261.899902	72.742599	0.053253
262.000000	72.758797	0.053275
262.100098	72.774796	0.053323
262.200195	72.792000	0.053344
262.299805	72.810402	0.053280
262.399902	72.827095	0.053334
262.500000	72.843201	0.053360
262.600098	72.859200	0.053334
262.700195	72.875801	0.053350
262.799805	72.894402	0.053360
262.899902	72.911499	0.053382
263.000000	72.927101	0.053419
263.100098	72.944496	0.053393
263.200195	72.962997	0.053451
263.299805	72.979301	0.053462
263.399902	72.995399	0.053499
263.500000	73.012001	0.053553
263.600098	73.028496	0.053623
263.700195	73.045998	0.053633
263.799805	73.064201	0.053612
263.899902	73.081696	0.053601
264.000000	73.097198	0.053623
264.100098	73.113197	0.053649
264.200195	73.131096	0.053671
264.299805	73.146896	0.053703
264.399902	73.162300	0.053671
264.500000	73.180801	0.053681
264.600098	73.199501	0.053660
264.700195	73.216698	0.053719
264.799805	73.233200	0.053740
264.899902	73.248901	0.053799
265.000000	73.265495	0.053821
265.100098	73.282196	0.053842
265.200195	73.299400	0.053901
265.299805	73.317596	0.053933
265.399902	73.334900	0.053922
265.500000	73.350494	0.053911
265.600098	73.365997	0.053911
265.700195	73.382797	0.053938
265.799805	73.400002	0.053970
265.899902	73.417000	0.053928
266.000000	73.434700	0.053917
266.100098	73.451599	0.053928
266.200195	73.467598	0.053928
266.299805	73.484200	0.054008
266.399902	73.500702	0.054040
266.500000	73.518394	0.054056
266.600098	73.535500	0.054045
266.700195	73.552101	0.054045
266.799805	73.569496	0.054018
266.899902	73.587196	0.054008
267.000000	73.603195	0.054077
267.100098	73.619698	0.054115
267.200195	73.637001	0.054104
267.299805	73.653198	0.054158
267.399902	73.670898	0.054147
267.500000	73.688995	0.054158
267.600098	73.707001	0.054163
267.700195	73.722694	0.054227
267.799805	73.738495	0.054254
267.899902	73.755295	0.054216
268.000000	73.771996	0.054184
268.100098	73.789597	0.054152
268.200195	73.807198	0.054141
268.299805	73.823700	0.054152
268.399902	73.842094	0.054131
268.500000	73.859901	0.054093
268.600098	73.874496	0.054088
268.700195	73.890396	0.054109
268.799805	73.907394	0.054131
268.899902	73.925095	0.054120
269.000000	73.942902	0.054147
269.100098	73.959000	0.054158
269.200195	73.974602	0.054168
269.299805	73.992500	0.054125
269.399902	74.010796	0.054136
269.500000	74.026398	0.054125
269.600098	74.042397	0.054088
269.700195	74.060097	0.054104
269.799805	74.076500	0.054104
269.899902	74.093201	0.054093
270.000000	74.110802	0.054072
270.100098	74.127197	0.054056
270.200195	74.143196	0.054002
270.299805	74.159996	0.054013
270.399902	74.178001	0.054072
270.500000	74.195496	0.054104
270.600098	74.212296	0.054093
270.700195	74.228798	0.054061
270.799805	74.245300	0.054018
270.899902	74.262398	0.054040
271.000000	74.278099	0.054072
271.100098	74.294800	0.054088
271.200195	74.311600	0.054077
271.299805	74.328300	0.054029
271.399902	74.347298	0.054029
271.500000	74.364197	0.054045
271.600098	74.378700	0.054008
271.700195	74.396095	0.053965
271.799805	74.413795	0.053986
271.899902	74.431099	0.054008
272.000000	74.447601	0.053976
272.100098	74.463997	0.053944
272.200195	74.480995	0.053944
272.299805	74.498299	0.053944
272.399902	74.517296	0.053954
272.500000	74.533997	0.053944
272.600098	74.552101	0.053933
272.700195	74.570396	0.053890
272.799805	74.584702	0.053879
272.899902	74.601097	0.053901
273.000000	74.619995	0.053928
273.100098	74.636795	0.053970
273.200195	74.652695	0.053960
273.299805	74.669098	0.053949
273.399902	74.686798	0.053938
273.500000	74.703697	0.053928
273.600098	74.719894	0.053960
273.700195	74.737198	0.053986
273.799805	74.753502	0.053986
273.899902	74.770096	0.053997
274.000000	74.786499	0.053986
274.100098	74.801697	0.053938
274.200195	74.817200	0.053906
274.299805	74.835495	0.053874
274.399902	74.854401	0.053933
274.500000	74.872002	0.053944
274.600098	74.889099	0.053965
274.700195	74.905998	0.053965
274.799805	74.922295	0.053965
274.899902	74.938095	0.054013
275.000000	74.954399	0.053981
275.100098	74.971695	0.054002
275.200195	74.988297	0.054045
275.299805	75.004395	0.054024
275.399902	75.023399	0.053981
275.500000	75.041000	0.053949
275.600098	75.058899	0.053960
275.700195	75.075699	0.054013
275.799805	75.091599	0.054061
275.899902	75.109596	0.054061
276.000000	75.126595	0.054088
276.100098	75.142502	0.054077
276.200195	75.159698	0.054088
276.299805	75.178001	0.054109
276.399902	75.195595	0.054152
276.500000	75.211296	0.054211
276.600098	75.227699	0.054200
276.700195	75.245201	0.054248
276.799805	75.262398	0.054211
276.899902	75.278297	0.054206
277.000000	75.293198	0.054206
277.100098	75.310699	0.054195
277.200195	75.329697	0.054195
277.299805	75.346596	0.054206
277.399902	75.363297	0.054174
277.500000	75.379799	0.054206
277.600098	75.395996	0.054227
277.700195	75.413399	0.054238
277.799805	75.430397	0.054254
277.899902	75.446800	0.054265
278.000000	75.463402	0.054243
278.100098	75.480202	0.054265
278.200195	75.497398	0.054313
278.299805	75.514297	0.054297
278.399902	75.530197	0.054307
278.500000	75.546295	0.054393
278.600098	75.565102	0.054355
278.700195	75.583099	0.054302
278.799805	75.599396	0.054302
278.899902	75.616699	0.054350
279.000000	75.633499	0.054323
279.100098	75.648895	0.054329
279.200195	75.665596	0.054339
279.299805	75.683296	0.054382
279.399902	75.700401	0.054361
279.500000	75.717400	0.054382
279.600098	75.734398	0.054372
279.700195	75.750694	0.054372
279.799805	75.767197	0.054339
279.899902	75.783997	0.054297
280.000000	75.801598	0.054297
280.100098	75.818497	0.054254
280.200195	75.834900	0.054206
280.299805	75.851997	0.054174
280.399902	75.868996	0.054163
280.500000	75.886597	0.054174
280.600098	75.903900	0.054195
280.700195	75.921394	0.054222
280.799805	75.939201	0.054222
280.899902	75.955696	0.054254
281.000000	75.971001	0.054232
281.100098	75.986496	0.054222
281.200195	76.003998	0.054265
281.299805	76.021797	0.054302
281.399902	76.037697	0.054281
281.500000	76.054794	0.054238
281.600098	76.073097	0.054238
281.700195	76.089996	0.054211
281.799805	76.105896	0.054248
281.899902	76.121895	0.054281
282.000000	76.138199	0.054248
282.100098	76.154900	0.054259
282.200195	76.172295	0.054259
282.299805	76.189201	0.054238
282.399902	76.205894	0.054265
282.500000	76.222198	0.054216
282.600098	76.239395	0.054184
282.700195	76.257599	0.054174
282.799805	76.274101	0.054125
282.899902	76.290596	0.054141
283.000000	76.308098	0.054184
283.100098	76.324997	0.054131
283.200195	76.341797	0.054061
283.299805	76.358299	0.054051
283.399902	76.374496	0.054051
283.500000	76.391998	0.053997
283.600098	76.409302	0.053976
283.700195	76.426300	0.053986
283.799805	76.442902	0.054018
283.899902	76.459000	0.053976
284.000000	76.476295	0.053976
284.100098	76.493401	0.053986
284.200195	76.511200	0.053965
284.299805	76.528297	0.053944
284.399902	76.542900	0.053895
284.500000	76.559998	0.053863
284.600098	76.577896	0.053901
284.700195	76.594299	0.053863
284.799805	76.611801	0.053879
284.899902	76.629501	0.053890
285.000000	76.645500	0.053890
285.100098	76.662895	0.053922
285.200195	76.679794	0.053922
285.299805	76.695496	0.053949
285.399902	76.712296	0.053938
285.500000	76.729797	0.053879
285.600098	76.746597	0.053810
285.700195	76.762695	0.053767
285.799805	76.778702	0.053767
285.899902	76.794601	0.053714
286.000000	76.812599	0.053724
286.100098	76.831200	0.053714
286.200195	76.847801	0.053681
286.299805	76.863602	0.053681
286.399902	76.881599	0.053623
286.500000	76.900101	0.053580
286.600098	76.917000	0.053601
286.700195	76.933395	0.053617
286.799805	76.950401	0.053601
286.899902	76.965599	0.053558
287.000000	76.981094	0.053537
287.100098	76.998596	0.053537
287.200195	77.016098	0.053526
287.299805	77.033600	0.053494
287.399902	77.050095	0.053473
287.500000	77.066299	0.053494
287.600098	77.083694	0.053494
287.700195	77.100800	0.053483
287.799805	77.118095	0.053462
287.899902	77.135597	0.053393
288.000000	77.152695	0.053350
288.100098	77.169899	0.053350
288.200195	77.186096	0.053328
288.299805	77.201599	0.053269
288.399902	77.218697	0.053248
288.500000	77.236900	0.053216
288.600098	77.254501	0.053237
288.700195	77.270401	0.053216
288.799805	77.286995	0.053162
288.899902	77.304794	0.053136
289.000000	77.321396	0.053141
289.100098	77.337799	0.053104
289.200195	77.353897	0.053114
289.299805	77.370499	0.053152
289.399902	77.387596	0.053120
289.500000	77.404999	0.053061
289.600098	77.421799	0.053072
289.700195	77.438095	0.053109
289.799805	77.456001	0.053098
289.899902	77.472900	0.053029
290.000000	77.489197	0.052986
290.100098	77.505600	0.052927
290.200195	77.522301	0.052906
290.299805	77.539696	0.052895
290.399902	77.557800	0.052927
290.500000	77.574799	0.052975
290.600098	77.590500	0.052997
290.700195	77.606300	0.053013
290.799805	77.623497	0.052986
290.899902	77.642097	0.052981
291.000000	77.659302	0.052922
291.100098	77.676102	0.052900
291.200195	77.692696	0.052879
291.299805	77.707802	0.052820
291.399902	77.724297	0.052831
291.500000	77.742599	0.052847
291.600098	77.759995	0.052799
291.700195	77.777000	0.052745
291.799805	77.793396	0.052708
291.899902	77.810600	0.052676
292.000000	77.828094	0.052665
292.100098	77.844894	0.052622
292.200195	77.861099	0.052611
292.299805	77.877800	0.052633
292.399902	77.894997	0.052633
292.500000	77.912300	0.052579
292.600098	77.929596	0.052569
292.700195	77.946800	0.052579
292.799805	77.963799	0.052601
292.899902	77.980095	0.052601
293.000000	77.996796	0.052611
293.100098	78.012398	0.052569
293.200195	78.029396	0.052558
293.299805	78.047997	0.052547
293.399902	78.065201	0.052478
293.500000	78.081001	0.052467
293.600098	78.096397	0.052424
293.700195	78.112495	0.052403
293.799805	78.130096	0.052413
293.899902	78.148300	0.052413
294.000000	78.166199	0.052381
294.100098	78.183296	0.052301
294.200195	78.199997	0.052248
294.299805	78.216995	0.052210
294.399902	78.233398	0.052248
294.500000	78.249397	0.052280
294.600098	78.265297	0.052189
294.700195	78.282295	0.052103
294.799805	78.300301	0.052055
294.899902	78.318596	0.052012
295.000000	78.335495	0.052012
295.100098	78.350998	0.051991
295.200195	78.367096	0.051991
295.299805	78.383995	0.051969
295.399902	78.400101	0.051921
295.500000	78.417595	0.051846
295.600098	78.435600	0.051846
295.700195	78.452095	0.051798
295.799805	78.468895	0.051777
295.899902	78.485802	0.051777
296.000000	78.502296	0.051814
296.100098	78.519295	0.051804
296.200195	78.536896	0.051766
296.299805	78.554100	0.051755
296.399902	78.571701	0.051734
296.500000	78.588402	0.051713
296.600098	78.604301	0.051713
296.700195	78.620499	0.051713
296.799805	78.637100	0.051723
296.899902	78.654701	0.051750
297.000000	78.672195	0.051782
297.100098	78.687996	0.051771
297.200195	78.703995	0.051750
297.299805	78.722496	0.051793
297.399902	78.738899	0.051798
297.500000	78.754601	0.051798
297.600098	78.771400	0.051820
297.700195	78.788597	0.051798
297.799805	78.805298	0.051809
297.899902	78.821800	0.051761
298.000000	78.839096	0.051745
298.100098	78.855202	0.051766
298.200195	78.871498	0.051766
298.299805	78.889297	0.051755
298.399902	78.906097	0.051777
298.500000	78.923195	0.051788
298.600098	78.940399	0.051798
298.700195	78.956497	0.051788
298.799805	78.973900	0.051745
298.899902	78.991402	0.051713
299.000000	79.008797	0.051713
299.100098	79.027100	0.051745
299.200195	79.043198	0.051771
299.299805	79.059196	0.051734
299.399902	79.074997	0.051723
299.500000	79.091400	0.051723
299.600098	79.109695	0.051739
299.700195	79.126297	0.051782
299.799805	79.142494	0.051814
299.899902	79.159897	0.051884
300.000000	79.177399	0.051900
300.100098	79.193695	0.051921
300.200195	79.210098	0.051900
300.299805	79.227295	0.051889
300.399902	79.244095	0.051889
300.500000	79.260796	0.051943
300.600098	79.278000	0.051959
300.700195	79.294800	0.051969
300.799805	79.311501	0.051980
300.899902	79.329102	0.051937
301.000000	79.346497	0.051857
301.100098	79.364098	0.051836
301.200195	79.380898	0.051825
301.299805	79.397400	0.051868
301.399902	79.413696	0.051868
301.500000	79.428795	0.051873
301.600098	79.445099	0.051857
301.700195	79.463196	0.051804
301.799805	79.480797	0.051755
301.899902	79.497597	0.051713
302.000000	79.514099	0.051681
302.100098	79.530602	0.051702
302.200195	79.547600	0.051702
302.299805	79.565697	0.051622
302.399902	79.582596	0.051590
302.500000	79.598099	0.051606
302.600098	79.614799	0.051547
302.700195	79.631699	0.051536
302.799805	79.649300	0.051515
302.899902	79.667496	0.051536
