Time(sec)	Temp(C)	DSC(mW)
12.799805	30.582899	-0.567549
12.899902	30.592499	-0.567849
13.000000	30.602699	-0.568074
13.100098	30.613499	-0.568288
13.200195	30.625099	-0.568454
13.299805	30.636099	-0.568657
13.399902	30.648300	-0.568716
13.500000	30.659698	-0.568700
13.600098	30.670300	-0.568668
13.700195	30.681299	-0.568555
13.799805	30.692400	-0.568389
13.899902	30.703999	-0.568159
14.000000	30.714600	-0.567860
14.100098	30.725300	-0.567544
14.200195	30.737900	-0.567180
14.299805	30.750999	-0.566683
14.399902	30.763699	-0.566207
14.500000	30.776899	-0.565656
14.600098	30.788799	-0.565035
14.700195	30.800200	-0.564393
14.799805	30.812399	-0.563655
14.899902	30.825998	-0.562911
15.000000	30.841299	-0.562103
15.100098	30.854700	-0.561253
15.200195	30.866098	-0.560343
15.299805	30.878099	-0.559391
15.399902	30.892599	-0.558385
15.500000	30.906300	-0.557310
15.600098	30.918699	-0.556266
15.700195	30.932098	-0.555196
15.799805	30.947699	-0.554041
15.899902	30.961599	-0.552859
16.000000	30.973999	-0.551596
16.100098	30.988400	-0.550323
16.200195	31.002199	-0.548969
16.299805	31.016499	-0.547530
16.399902	31.032799	-0.546064
16.500000	31.047199	-0.544662
16.600098	31.061100	-0.543143
16.700195	31.076099	-0.541554
16.799805	31.090000	-0.539970
16.899902	31.105299	-0.538323
17.000000	31.119799	-0.536648
17.100098	31.134298	-0.534888
17.200195	31.149099	-0.533171
17.299805	31.163099	-0.531416
17.399902	31.179800	-0.529645
17.500000	31.196400	-0.527826
17.600098	31.212200	-0.525975
17.700195	31.226799	-0.524028
17.799805	31.241899	-0.522096
17.899902	31.257700	-0.520144
18.000000	31.272099	-0.518185
18.100098	31.287199	-0.516190
18.200195	31.303400	-0.514136
18.299805	31.318600	-0.511985
18.399902	31.334200	-0.509856
18.500000	31.350100	-0.507753
18.600098	31.366199	-0.505645
18.700195	31.383200	-0.503457
18.799805	31.398600	-0.501264
18.899902	31.412699	-0.499113
19.000000	31.427799	-0.496919
19.100098	31.444799	-0.494646
19.200195	31.461399	-0.492383
19.299805	31.476099	-0.490178
19.399902	31.491899	-0.487873
19.500000	31.508299	-0.485529
19.600098	31.525200	-0.483224
19.700195	31.541500	-0.480896
19.799805	31.556299	-0.478580
19.899902	31.571400	-0.476204
20.000000	31.587898	-0.473845
20.100098	31.605799	-0.471529
20.200195	31.622099	-0.469142
20.299805	31.637400	-0.466794
20.399902	31.653099	-0.464451
20.500000	31.669899	-0.462032
20.600098	31.687300	-0.459641
20.700195	31.704300	-0.457212
20.799805	31.720200	-0.454847
20.899902	31.736300	-0.452477
21.000000	31.752199	-0.450081
21.100098	31.767698	-0.447641
21.200195	31.782999	-0.445223
21.299805	31.800098	-0.442880
21.399902	31.818899	-0.440510
21.500000	31.835499	-0.438145
21.600098	31.851599	-0.435743
21.700195	31.868599	-0.433314
21.799805	31.886599	-0.430885
21.899902	31.903500	-0.428488
22.000000	31.920300	-0.426124
22.100098	31.937199	-0.423828
22.200195	31.953699	-0.421442
22.299805	31.970098	-0.419094
22.399902	31.987000	-0.416777
22.500000	32.003700	-0.414455
22.600098	32.019798	-0.412085
22.700195	32.036098	-0.409742
22.799805	32.053799	-0.407425
22.899902	32.071301	-0.405120
23.000000	32.087399	-0.402814
23.100098	32.103500	-0.400471
23.200195	32.118900	-0.398154
23.299805	32.135498	-0.395912
23.399902	32.154400	-0.393660
23.500000	32.170898	-0.391354
23.600098	32.186100	-0.389054
23.700195	32.202301	-0.386828
23.799805	32.219200	-0.384587
23.899902	32.236099	-0.382334
24.000000	32.253201	-0.380146
24.100098	32.271400	-0.377974
24.200195	32.289101	-0.375791
24.299805	32.305298	-0.373592
24.399902	32.322098	-0.371442
24.500000	32.340298	-0.369323
24.600098	32.357098	-0.367226
24.700195	32.372898	-0.365129
24.799805	32.390499	-0.363080
24.899902	32.408100	-0.361025
25.000000	32.425098	-0.358971
25.100098	32.441799	-0.356933
25.200195	32.458401	-0.354889
25.299805	32.474499	-0.352861
25.399902	32.490200	-0.350839
25.500000	32.508099	-0.348844
25.600098	32.526299	-0.346848
25.700195	32.542900	-0.344885
25.799805	32.559399	-0.342889
25.899902	32.576199	-0.340947
26.000000	32.592899	-0.338962
26.100098	32.611000	-0.337042
26.200195	32.627998	-0.335158
26.299805	32.644299	-0.333238
26.399902	32.662498	-0.331365
26.500000	32.680599	-0.329434
26.600098	32.697899	-0.327615
26.700195	32.713200	-0.325785
26.799805	32.730301	-0.323977
26.899902	32.749798	-0.322169
27.000000	32.766499	-0.320350
27.100098	32.781097	-0.318563
27.200195	32.797600	-0.316797
27.299805	32.814499	-0.315032
27.399902	32.830601	-0.313234
27.500000	32.846699	-0.311474
27.600098	32.863400	-0.309773
27.700195	32.880398	-0.308055
27.799805	32.898598	-0.306360
27.899902	32.917297	-0.304658
28.000000	32.934498	-0.303016
28.100098	32.950798	-0.301400
28.200195	32.967701	-0.299747
28.299805	32.985699	-0.298056
28.399902	33.002197	-0.296393
28.500000	33.018700	-0.294777
28.600098	33.036800	-0.293220
28.700195	33.053600	-0.291679
28.799805	33.069698	-0.290128
28.899902	33.087498	-0.288571
29.000000	33.106300	-0.287019
29.100098	33.123898	-0.285489
29.200195	33.141701	-0.283959
29.299805	33.159100	-0.282424
29.399902	33.174198	-0.280926
29.500000	33.190998	-0.279428
29.600098	33.208797	-0.277909
29.700195	33.227299	-0.276448
29.799805	33.245399	-0.274950
29.899902	33.261200	-0.273425
30.000000	33.276897	-0.271986
30.100098	33.294498	-0.270542
30.200195	33.311699	-0.269145
30.299805	33.327999	-0.267760
30.399902	33.345100	-0.266385
30.500000	33.362198	-0.265020
30.600098	33.379498	-0.263597
30.700195	33.397598	-0.262212
30.799805	33.415298	-0.260880
30.899902	33.431999	-0.259574
31.000000	33.449299	-0.258354
31.100098	33.466900	-0.257108
31.200195	33.484299	-0.255808
31.299805	33.500198	-0.254524
31.399902	33.516098	-0.253245
31.500000	33.534901	-0.252015
31.600098	33.552299	-0.250752
31.700195	33.567699	-0.249511
31.799805	33.584698	-0.248280
31.899902	33.602798	-0.247066
32.000000	33.619801	-0.245857
32.100098	33.636600	-0.244637
32.200195	33.654301	-0.243460
32.299805	33.672798	-0.242299
32.399902	33.691097	-0.241144
32.500000	33.708199	-0.239945
32.600098	33.724197	-0.238747
32.700195	33.740997	-0.237634
32.799805	33.758598	-0.236516
32.899902	33.774799	-0.235408
33.000000	33.791798	-0.234264
33.100098	33.809399	-0.233119
33.200195	33.826298	-0.232054
33.299805	33.843300	-0.230989
33.399902	33.861099	-0.229903
33.500000	33.879200	-0.228860
33.600098	33.896599	-0.227796
33.700195	33.913097	-0.226731
33.799805	33.929501	-0.225720
33.899902	33.946899	-0.224709
34.000000	33.965401	-0.223676
34.100098	33.982998	-0.222638
34.200195	33.999397	-0.221616
34.299805	34.016998	-0.220659
34.399902	34.033897	-0.219696
34.500000	34.050098	-0.218797
34.600098	34.067898	-0.217829
34.700195	34.085598	-0.216791
34.799805	34.101799	-0.215812
34.899902	34.118500	-0.214913
35.000000	34.135498	-0.213950
35.100098	34.152798	-0.212971
35.200195	34.170300	-0.212061
35.299805	34.186600	-0.211120
35.399902	34.204399	-0.210194
35.500000	34.222698	-0.209274
35.600098	34.238400	-0.208413
35.700195	34.254398	-0.207525
35.799805	34.271599	-0.206599
35.899902	34.288799	-0.205690
36.000000	34.306599	-0.204759
36.100098	34.325100	-0.203828
36.200195	34.342197	-0.202972
36.299805	34.358700	-0.202094
36.399902	34.374798	-0.201233
36.500000	34.391899	-0.200377
36.600098	34.409901	-0.199521
36.700195	34.426701	-0.198654
36.799805	34.443897	-0.197793
36.899902	34.461498	-0.196969
37.000000	34.478001	-0.196151
37.100098	34.494999	-0.195348
37.200195	34.512798	-0.194551
37.299805	34.529900	-0.193674
37.399902	34.547199	-0.192796
37.500000	34.564697	-0.192010
37.600098	34.582001	-0.191277
37.700195	34.598900	-0.190533
37.799805	34.615997	-0.189747
37.899902	34.632797	-0.188950
38.000000	34.650101	-0.188147
38.100098	34.668697	-0.187361
38.200195	34.687000	-0.186585
38.299805	34.702698	-0.185798
38.399902	34.719601	-0.185033
38.500000	34.736797	-0.184322
38.600098	34.753998	-0.183600
38.700195	34.770699	-0.182845
38.799805	34.787399	-0.182069
38.899902	34.804398	-0.181283
39.000000	34.822098	-0.180572
39.100098	34.840000	-0.179871
39.200195	34.855999	-0.179138
39.299805	34.872498	-0.178421
39.399902	34.890499	-0.177720
39.500000	34.907398	-0.176987
39.600098	34.924198	-0.176254
39.700195	34.941799	-0.175601
39.799805	34.958900	-0.174922
39.899902	34.975800	-0.174200
40.000000	34.994499	-0.173526
40.100098	35.013298	-0.172846
40.200195	35.030300	-0.172140
40.299805	35.047398	-0.171493
40.399902	35.064800	-0.170808
40.500000	35.081398	-0.170161
40.600098	35.098900	-0.169508
40.700195	35.116199	-0.168855
40.799805	35.132698	-0.168218
40.899902	35.149899	-0.167587
41.000000	35.165501	-0.166988
41.100098	35.180298	-0.166378
41.200195	35.198498	-0.165736
41.299805	35.217098	-0.165105
41.399902	35.234299	-0.164457
41.500000	35.251900	-0.163805
41.600098	35.269199	-0.163195
41.700195	35.285198	-0.162628
41.799805	35.302200	-0.162093
41.899902	35.320198	-0.161520
42.000000	35.337101	-0.160884
42.100098	35.354500	-0.160263
42.200195	35.371799	-0.159621
42.299805	35.388397	-0.159011
42.399902	35.405701	-0.158466
42.500000	35.422298	-0.157909
42.600098	35.438900	-0.157326
42.700195	35.455997	-0.156748
42.799805	35.472797	-0.156133
42.899902	35.490101	-0.155523
43.000000	35.507599	-0.154940
43.100098	35.523598	-0.154416
43.200195	35.540600	-0.153859
43.299805	35.557999	-0.153383
43.399902	35.574799	-0.152864
43.500000	35.591698	-0.152308
43.600098	35.609299	-0.151751
43.700195	35.628098	-0.151254
43.799805	35.643997	-0.150740
43.899902	35.660099	-0.150253
44.000000	35.677601	-0.149734
44.100098	35.695099	-0.149199
44.200195	35.712997	-0.148723
44.299805	35.729099	-0.148188
44.399902	35.744999	-0.147669
44.500000	35.763397	-0.147166
44.600098	35.781898	-0.146701
44.700195	35.798798	-0.146236
44.799805	35.814899	-0.145727
44.899902	35.830097	-0.145246
45.000000	35.847599	-0.144780
45.100098	35.865898	-0.144347
45.200195	35.883598	-0.143882
45.299805	35.900101	-0.143405
45.399902	35.917099	-0.142908
45.500000	35.935699	-0.142394
45.600098	35.953098	-0.141875
45.700195	35.969997	-0.141378
45.799805	35.987698	-0.140912
45.899902	36.003799	-0.140442
46.000000	36.020100	-0.139976
46.100098	36.037399	-0.139489
46.200195	36.053699	-0.139045
46.299805	36.071899	-0.138590
46.399902	36.090298	-0.138125
46.500000	36.107300	-0.137681
46.600098	36.124397	-0.137248
46.700195	36.140499	-0.136782
46.799805	36.157497	-0.136295
46.899902	36.174999	-0.135851
47.000000	36.191200	-0.135370
47.100098	36.208099	-0.134915
47.200195	36.224998	-0.134471
47.299805	36.242599	-0.134107
47.399902	36.260597	-0.133674
47.500000	36.277000	-0.133273
47.600098	36.293598	-0.132898
47.700195	36.311600	-0.132475
47.799805	36.329498	-0.132085
47.899902	36.345699	-0.131721
48.000000	36.362499	-0.131288
48.100098	36.378998	-0.130822
48.200195	36.396198	-0.130421
48.299805	36.413898	-0.129988
48.399902	36.430901	-0.129576
48.500000	36.448898	-0.129142
48.600098	36.466400	-0.128714
48.700195	36.484100	-0.128313
48.799805	36.501099	-0.127858
48.899902	36.518398	-0.127414
49.000000	36.535999	-0.127045
49.100098	36.553299	-0.126703
49.200195	36.569401	-0.126302
49.299805	36.586800	-0.125949
49.399902	36.605499	-0.125563
49.500000	36.621201	-0.125141
49.600098	36.636799	-0.124739
49.700195	36.654900	-0.124327
49.799805	36.671898	-0.123953
49.899902	36.688801	-0.123562
50.000000	36.705200	-0.123161
50.100098	36.722198	-0.122728
50.200195	36.740498	-0.122289
50.299805	36.757797	-0.121899
50.399902	36.775497	-0.121540
50.500000	36.793598	-0.121176
50.600098	36.811501	-0.120807
50.700195	36.827801	-0.120454
50.799805	36.843300	-0.120101
50.899902	36.859600	-0.119743
51.000000	36.876400	-0.119389
51.100098	36.894199	-0.119058
51.200195	36.911900	-0.118667
51.299805	36.929600	-0.118325
51.399902	36.946198	-0.117945
51.500000	36.961700	-0.117560
51.600098	36.978699	-0.117201
51.700195	36.996399	-0.116870
51.799805	37.014099	-0.116527
51.899902	37.032398	-0.116158
52.000000	37.049999	-0.115816
52.100098	37.065899	-0.115516
52.200195	37.082500	-0.115163
52.299805	37.100700	-0.114772
52.399902	37.117599	-0.114414
52.500000	37.134499	-0.114029
52.600098	37.152397	-0.113628
52.700195	37.170097	-0.113216
52.799805	37.187199	-0.112863
52.899902	37.202499	-0.112504
53.000000	37.217999	-0.112242
53.100098	37.236198	-0.111964
53.200195	37.255299	-0.111616
53.299805	37.272198	-0.111306
53.399902	37.288300	-0.110974
53.500000	37.306900	-0.110621
53.600098	37.324299	-0.110311
53.700195	37.340099	-0.109984
53.799805	37.356998	-0.109701
53.899902	37.374500	-0.109342
54.000000	37.391800	-0.108989
54.100098	37.408699	-0.108588
54.200195	37.424999	-0.108197
54.299805	37.441299	-0.107866
54.399902	37.458797	-0.107555
54.500000	37.476601	-0.107234
54.600098	37.493797	-0.106924
54.700195	37.510098	-0.106635
54.799805	37.527397	-0.106304
54.899902	37.545097	-0.105993
55.000000	37.561897	-0.105747
55.100098	37.578300	-0.105469
55.200195	37.595398	-0.105169
55.299805	37.613899	-0.104859
55.399902	37.629997	-0.104592
55.500000	37.646000	-0.104361
55.600098	37.663498	-0.104094
55.700195	37.681999	-0.103794
55.799805	37.700500	-0.103516
55.899902	37.716400	-0.103184
56.000000	37.733101	-0.102815
56.100098	37.750698	-0.102505
56.200195	37.766800	-0.102238
56.299805	37.783897	-0.101938
56.399902	37.801498	-0.101670
56.500000	37.819798	-0.101408
56.600098	37.836399	-0.101071
56.700195	37.853397	-0.100750
56.799805	37.873898	-0.100451
56.899902	37.890800	-0.100130
57.000000	37.905197	-0.099830
57.100098	37.921799	-0.099498
57.200195	37.939400	-0.099188
57.299805	37.957600	-0.098921
57.399902	37.976299	-0.098642
57.500000	37.991898	-0.098428
57.600098	38.007298	-0.098198
57.700195	38.025497	-0.097963
57.799805	38.042999	-0.097685
57.899902	38.059700	-0.097401
58.000000	38.077198	-0.097123
58.100098	38.093700	-0.096813
58.200195	38.110500	-0.096508
58.299805	38.128098	-0.096176
58.399902	38.146297	-0.095866
58.500000	38.162399	-0.095598
58.600098	38.178101	-0.095309
58.700195	38.196899	-0.095058
58.799805	38.214199	-0.094801
58.899902	38.229500	-0.094576
59.000000	38.246597	-0.094277
59.100098	38.264599	-0.094025
59.200195	38.281097	-0.093801
59.299805	38.299801	-0.093544
59.399902	38.318501	-0.093244
59.500000	38.334599	-0.093025
59.600098	38.352398	-0.092768
59.700195	38.370300	-0.092490
59.799805	38.387199	-0.092222
59.899902	38.402699	-0.091982
60.000000	38.418400	-0.091661
60.100098	38.436398	-0.091382
60.200195	38.454998	-0.091126
60.299805	38.472599	-0.090847
60.399902	38.489399	-0.090559
60.500000	38.506397	-0.090302
60.600098	38.523998	-0.090029
60.700195	38.541199	-0.089794
60.799805	38.557301	-0.089473
60.899902	38.574100	-0.089216
61.000000	38.591599	-0.088959
61.100098	38.608898	-0.088691
61.200195	38.625000	-0.088461
61.299805	38.641701	-0.088237
61.399902	38.660000	-0.087959
61.500000	38.677898	-0.087750
61.600098	38.694698	-0.087573
61.700195	38.712200	-0.087407
61.799805	38.729797	-0.087140
61.899902	38.746597	-0.086894
62.000000	38.763298	-0.086685
62.100098	38.780197	-0.086498
62.200195	38.797298	-0.086284
62.299805	38.813999	-0.086097
62.399902	38.831497	-0.085829
62.500000	38.848598	-0.085519
62.600098	38.865799	-0.085209
62.700195	38.883099	-0.084984
62.799805	38.899498	-0.084754
62.899902	38.915600	-0.084551
63.000000	38.933498	-0.084299
63.100098	38.950500	-0.084117
63.200195	38.966599	-0.083877
63.299805	38.984398	-0.083721
63.399902	39.002499	-0.083556
63.500000	39.020100	-0.083400
63.600098	39.036598	-0.083154
63.700195	39.053398	-0.082876
63.799805	39.070698	-0.082619
63.899902	39.087997	-0.082411
64.000000	39.105099	-0.082186
64.100098	39.121399	-0.081988
64.200195	39.138298	-0.081710
64.299805	39.155300	-0.081442
64.399902	39.173000	-0.081223
64.500000	39.190399	-0.080977
64.600098	39.206600	-0.080800
64.700195	39.224598	-0.080613
64.799805	39.242397	-0.080420
64.899902	39.258598	-0.080180
65.000000	39.275997	-0.079987
65.100098	39.292599	-0.079789
65.200195	39.309799	-0.079554
65.299805	39.327999	-0.079356
65.399902	39.345497	-0.079088
65.500000	39.362301	-0.078821
65.600098	39.378700	-0.078644
65.700195	39.396000	-0.078446
65.799805	39.413097	-0.078270
65.899902	39.429298	-0.078045
66.000000	39.446899	-0.077826
66.100098	39.464897	-0.077622
66.200195	39.480499	-0.077355
66.299805	39.496399	-0.077157
66.399902	39.514198	-0.076970
66.500000	39.531300	-0.076756
66.600098	39.548100	-0.076478
66.700195	39.564098	-0.076237
66.799805	39.580799	-0.076033
66.899902	39.598999	-0.075889
67.000000	39.616501	-0.075702
67.100098	39.633099	-0.075488
67.200195	39.649998	-0.075247
67.299805	39.667599	-0.075001
67.399902	39.684898	-0.074814
67.500000	39.701900	-0.074616
67.600098	39.719097	-0.074412
67.700195	39.736298	-0.074215
67.799805	39.752899	-0.074001
67.899902	39.770199	-0.073824
68.000000	39.788300	-0.073626
68.100098	39.805698	-0.073401
68.200195	39.823399	-0.073193
68.299805	39.840298	-0.072936
68.399902	39.855999	-0.072727
68.500000	39.872898	-0.072524
68.600098	39.889198	-0.072337
68.700195	39.906300	-0.072160
68.799805	39.925499	-0.071935
68.899902	39.942699	-0.071748
69.000000	39.959297	-0.071614
69.100098	39.976398	-0.071491
69.200195	39.993900	-0.071358
69.299805	40.010998	-0.071160
69.399902	40.026897	-0.070962
69.500000	40.043697	-0.070758
69.600098	40.062698	-0.070518
69.700195	40.080997	-0.070336
69.799805	40.097000	-0.070159
69.899902	40.112301	-0.069972
70.000000	40.129799	-0.069769
70.100098	40.147301	-0.069571
70.200195	40.164600	-0.069426
70.299805	40.181999	-0.069260
70.399902	40.199100	-0.069127
70.500000	40.216900	-0.068939
70.600098	40.232300	-0.068725
70.700195	40.248100	-0.068528
70.799805	40.265198	-0.068362
70.899902	40.282898	-0.068185
71.000000	40.300800	-0.068019
71.100098	40.318199	-0.067837
71.200195	40.335899	-0.067650
71.299805	40.352200	-0.067463
71.399902	40.368900	-0.067318
71.500000	40.389099	-0.067185
71.600098	40.406097	-0.066987
71.700195	40.420498	-0.066805
71.799805	40.437798	-0.066607
71.899902	40.455299	-0.066409
72.000000	40.473598	-0.066254
72.100098	40.491501	-0.066120
72.200195	40.508801	-0.065997
72.299805	40.525101	-0.065842
72.399902	40.540699	-0.065697
72.500000	40.556599	-0.065494
72.600098	40.573601	-0.065339
72.700195	40.591801	-0.065211
72.799805	40.609100	-0.065050
72.899902	40.625401	-0.064852
73.000000	40.643398	-0.064676
73.100098	40.661400	-0.064472
73.200195	40.677601	-0.064333
73.299805	40.694500	-0.064199
73.399902	40.712299	-0.064066
73.500000	40.731400	-0.063852
73.600098	40.748199	-0.063664
73.700195	40.763298	-0.063520
73.799805	40.781597	-0.063418
73.899902	40.799198	-0.063295
74.000000	40.815800	-0.063119
74.100098	40.833099	-0.062862
74.200195	40.849098	-0.062696
74.299805	40.865498	-0.062568
74.399902	40.882698	-0.062455
74.500000	40.901600	-0.062289
74.600098	40.918098	-0.062177
74.700195	40.932899	-0.061995
74.799805	40.950001	-0.061856
74.899902	40.967400	-0.061744
75.000000	40.985298	-0.061557
75.100098	41.003899	-0.061391
75.200195	41.021400	-0.061289
75.299805	41.037998	-0.061145
75.399902	41.055199	-0.060963
75.500000	41.071598	-0.060808
75.600098	41.087399	-0.060668
75.700195	41.104401	-0.060497
75.799805	41.121799	-0.060310
75.899902	41.139999	-0.060155
76.000000	41.156597	-0.059978
76.100098	41.175098	-0.059855
76.200195	41.192299	-0.059764
76.299805	41.209198	-0.059620
76.399902	41.226601	-0.059454
76.500000	41.240498	-0.059277
76.600098	41.257298	-0.059133
76.700195	41.276100	-0.058967
76.799805	41.294498	-0.058844
76.899902	41.311798	-0.058689
77.000000	41.328697	-0.058502
77.100098	41.344997	-0.058341
77.200195	41.361797	-0.058202
77.299805	41.379601	-0.058090
77.399902	41.395599	-0.057935
77.500000	41.412899	-0.057833
77.600098	41.431000	-0.057721
77.700195	41.447201	-0.057544
77.799805	41.462898	-0.057410
77.899902	41.482399	-0.057298
78.000000	41.500698	-0.057132
78.100098	41.514797	-0.057014
78.200195	41.531700	-0.056865
78.299805	41.551098	-0.056699
78.399902	41.567898	-0.056554
78.500000	41.583401	-0.056437
78.600098	41.600399	-0.056324
78.700195	41.617199	-0.056132
78.799805	41.633900	-0.055944
78.899902	41.652901	-0.055736
79.000000	41.669998	-0.055602
79.100098	41.686600	-0.055479
79.200195	41.703300	-0.055335
79.299805	41.720497	-0.055201
79.399902	41.738300	-0.055067
79.500000	41.752598	-0.054923
79.600098	41.769100	-0.054698
79.700195	41.788399	-0.054543
79.799805	41.806698	-0.054355
79.899902	41.824898	-0.054232
80.000000	41.842197	-0.054109
80.100098	41.859898	-0.053965
80.200195	41.876598	-0.053756
80.299805	41.892399	-0.053612
80.399902	41.909698	-0.053499
80.500000	41.926399	-0.053376
80.600098	41.943398	-0.053259
80.700195	41.961498	-0.053125
80.799805	41.979401	-0.053013
80.899902	41.996098	-0.052943
81.000000	42.011997	-0.052847
81.100098	42.029099	-0.052702
81.200195	42.047600	-0.052520
81.299805	42.064800	-0.052344
81.399902	42.080601	-0.052189
81.500000	42.097401	-0.052055
81.600098	42.114098	-0.051932
81.700195	42.131001	-0.051788
81.799805	42.149399	-0.051643
81.899902	42.166798	-0.051547
82.000000	42.182999	-0.051434
82.100098	42.200199	-0.051220
82.200195	42.216400	-0.051055
82.299805	42.233200	-0.050889
82.399902	42.250599	-0.050766
82.500000	42.265800	-0.050643
82.600098	42.282497	-0.050509
82.700195	42.300598	-0.050332
82.799805	42.317200	-0.050156
82.899902	42.334198	-0.050022
83.000000	42.352699	-0.049899
83.100098	42.370899	-0.049776
83.200195	42.386299	-0.049642
83.299805	42.402298	-0.049524
83.399902	42.421398	-0.049375
83.500000	42.438999	-0.049268
83.600098	42.455898	-0.049123
83.700195	42.472599	-0.049022
83.799805	42.488899	-0.048947
83.899902	42.507000	-0.048845
84.000000	42.524700	-0.048711
84.100098	42.540897	-0.048556
84.200195	42.557499	-0.048433
84.299805	42.574497	-0.048289
84.399902	42.592197	-0.048144
84.500000	42.607800	-0.048021
84.600098	42.625099	-0.047920
84.700195	42.641701	-0.047834
84.799805	42.659000	-0.047732
84.899902	42.677998	-0.047577
85.000000	42.695099	-0.047454
85.100098	42.711300	-0.047299
85.200195	42.727398	-0.047144
85.299805	42.744598	-0.047031
85.399902	42.763199	-0.046908
85.500000	42.781399	-0.046823
85.600098	42.797501	-0.046668
85.700195	42.814697	-0.046566
85.799805	42.831699	-0.046454
85.899902	42.848499	-0.046320
86.000000	42.865299	-0.046213
86.100098	42.881901	-0.046101
86.200195	42.899700	-0.045967
86.299805	42.916199	-0.045913
86.399902	42.932499	-0.045822
86.500000	42.950199	-0.045721
86.600098	42.967800	-0.045619
86.700195	42.985001	-0.045496
86.799805	43.000500	-0.045368
86.899902	43.017597	-0.045207
87.000000	43.035500	-0.045100
87.100098	43.053398	-0.044998
